m iriomotense,nifH,Inga laurina,nodule,,genomic DNA,NifH,2..388 KT880591,# Direct Submission,,
AMT77018.1,,Bradyrhizobium iriomotense,"# Rhem,M.F.K., Silva,V.C., dos Santos,J.M.F., dos Santos,H.R.M. and # Gross,E.",,Mariana F.K. Rhem,,Brazil,06-APR-2016,"Bradyrhizobium iriomotense strain BRUESC655 nitrogenase reductase (nifH) gene, partial cds.",Bradyrhizobium iriomotense,nifH,Inga laurina,nodule,,genomic DNA,NifH,2..388 KT880592,# Direct Submission,,
SCQ52912.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1107_13727_208271_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1107_13727_208271_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618586,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52915.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1107_12057_215061_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1107_12057_215061_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618587,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52921.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1108_26884_137351_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1108_26884_137351_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618588,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52925.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1108_22504_164971_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1108_22504_164971_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618589,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52930.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1108_10486_168331_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1108_10486_168331_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618590,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52932.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1109_6890_179971_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1109_6890_179971_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618591,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52936.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1109_8097_243341_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1109_8097_243341_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618592,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52938.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1110_21687_247811_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1110_21687_247811_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618593,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52941.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1112_7023_82861_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1112_7023_82861_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618594,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52944.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1112_27561_178701_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1112_27561_178701_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618595,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52948.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1113_8034_228571_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1113_8034_228571_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618596,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52950.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1113_20484_272781_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1113_20484_272781_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618597,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52954.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2101_9789_168541_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2101_9789_168541_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618598,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52959.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2101_15865_266381_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2101_15865_266381_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618599,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52963.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2102_22150_40131_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2102_22150_40131_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618600,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52966.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2102_20307_94981_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2102_20307_94981_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618601,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52969.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2103_14988_194231_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2103_14988_194231_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618602,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52973.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2104_10485_167981_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2104_10485_167981_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618603,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52975.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2104_20079_208971_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2104_20079_208971_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618604,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52979.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2105_5995_115801_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2105_5995_115801_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618605,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52981.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2106_13183_205591_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2106_13183_205591_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618606,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52984.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2109_26135_128021_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2109_26135_128021_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618607,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52987.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2109_26572_178621_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2109_26572_178621_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618608,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52991.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2110_6725_57141_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2110_6725_57141_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618609,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52995.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2110_18977_285401_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2110_18977_285401_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618610,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ52996.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2111_11909_267961_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2111_11909_267961_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618611,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53000.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2112_10053_38001_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2112_10053_38001_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618612,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53002.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2114_10919_42161_CTD34_140,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2114_10919_42161_CTD34_140.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618613,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53007.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1101_4061_161461_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1101_4061_161461_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618614,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53009.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1101_16605_163161_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1101_16605_163161_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618615,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53012.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1101_20587_238361_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1101_20587_238361_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618616,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53016.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1103_8897_227101_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1103_8897_227101_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618617,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53018.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1104_15712_100991_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1104_15712_100991_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618618,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53022.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1107_12493_28461_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1107_12493_28461_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618619,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53025.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1107_24159_111141_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1107_24159_111141_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618620,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53028.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1108_19186_184761_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1108_19186_184761_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618621,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53032.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1109_8310_255841_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1109_8310_255841_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618622,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53035.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1111_7590_149281_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1111_7590_149281_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618623,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53038.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1113_11565_80631_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1113_11565_80631_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618624,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53042.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1113_20767_235201_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1113_20767_235201_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618625,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53045.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2102_9086_64321_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2102_9086_64321_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618626,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53047.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2102_19814_261911_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2102_19814_261911_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618627,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53050.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2105_11412_31091_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2105_11412_31091_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618628,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
