	GenomeID	GTDB_Tax	NCBI_Tax	nifH	EV_nifH	bitscore_nifH	nifD	EV_nifD	bitscore_nifD	nifK	EV_nifK	bitscore_nifK	vnfH	EV_vnfH	bitscore_vnfH	vnfD	EV_vnfD	bitscore_vnfD	vnfK	EV_vnfK	bitscore_vnfK	anfH	EV_anfH	bitscore_anfH	anfD	EV_anfD	bitscore_anfD	anfK	EV_anfK	bitscore_anfK	nflD	EV_nflD	bitscore_nflD	nflH	EV_nflH	bitscore_nflH	ChlN	EV_ChlN	bitscore_ChlN	ChIl	EV_ChIl	bitscore_ChIl	ChlB	EV_ChlB	bitscore_ChlB
5735	GB_GCA_009922405.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__RFPW01;s__RFPW01 sp009922405	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;x__unclassified Betaproteobacteria;s__Betaproteobacteria bacterium																																		RFVZ01000176.1_2	7.2e-91	302.6	RFVZ01000147.1_2	5.5e-150	496.1	RFVZ01000147.1_1	5e-239	791.9
5736	RS_GCF_900114535.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium pseudosasicola	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae;g__Methylobacterium;s__Methylobacterium pseudosasicola																																		NZ_FOTK01000002.1_308	7e-215	712.4	NZ_FOTK01000002.1_305	5.5e-147	487.2	NZ_FOTK01000002.1_307	7.9e-268	888.0
5737	RS_GCF_002855495.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__Erythrobacter sp002855495	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;x__Erythrobacter/Porphyrobacter group;g__Porphyrobacter;x__unclassified Porphyrobacter;s__Porphyrobacter sp. TH134																																		NZ_PKRO01000015.1_32	2.2e-212	703.0	NZ_PKRO01000015.1_29	3.9e-146	483.4	NZ_PKRO01000015.1_31	3.9e-269	891.2
5738	RS_GCF_000316605.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Cyanobacteriaceae;g__Limnothrix;s__Limnothrix sp000316605	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Synechococcales;f__Leptolyngbyaceae;g__Leptolyngbya;x__unclassified Leptolyngbya;s__Leptolyngbya sp. PCC 7376																																		NC_019683.1_284	1e-180	599.2	NC_019683.1_282	2.1e-129	429.0	NC_019683.1_3210	2.6000000000000003e-218	724.0
5739	RS_GCF_014695575.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Elainellales;f__Elainellaceae;g__FACHB-8;s__FACHB-8 sp014695575	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Synechococcales;f__Leptolyngbyaceae;g__Leptolyngbya;x__unclassified Leptolyngbya;s__Leptolyngbya sp. FACHB-8																																		NZ_JACJOO010000015.1_118	2e-184	611.7	NZ_JACJOO010000015.1_120	4.2e-130	431.5	NZ_JACJOO010000047.1_73	1.7e-214	711.6
5740	GB_GCA_018066915.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sp018066915	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseovarius;x__unclassified Roseovarius;s__Roseovarius sp.																																		JAGPVV010000348.1_4	2e-214	710.2	JAGPVV010000348.1_7	3.8e-141	467.3	JAGPVV010000348.1_5	4.4e-263	871.6
5741	RS_GCF_003344785.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Puniceibacterium;s__Puniceibacterium profundi	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Thalassococcus;s__Thalassococcus profundi																																		NZ_QPMK01000001.1_365	2.4e-213	706.7	NZ_QPMK01000001.1_362	5.8e-141	466.9	NZ_QPMK01000001.1_364	3.7e-263	872.0
5742	RS_GCF_001423405.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium sp001423405	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae;g__Methylobacterium;x__unclassified Methylobacterium;s__Methylobacterium sp. Leaf123																																		NZ_LMNS01000012.1_502	4.9000000000000005e-214	709.2	NZ_LMNS01000012.1_499	6.200000000000001e-146	483.3	NZ_LMNS01000012.1_501	2.5e-265	879.3
5743	GB_GCA_003249115.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__QBMD01;s__QBMD01 sp003249115	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Synechococcales;f__Synechococcaceae;g__Cyanobium;x__unclassified Cyanobium;s__Cyanobium sp.																																		QBMD01000003.1_8	2.5e-211	699.5	QBMD01000003.1_10	6.5e-148	489.1	QBMD01000003.1_9	2.6000000000000003e-260	861.9
5744	GB_GCA_902634795.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_B;s__Prochlorococcus_B sp902634795	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Synechococcales;f__Prochloraceae;g__Prochlorococcus;x__environmental samples;s__uncultured Prochlorococcus sp.																																		CACPLK010000010.1_8	6.8e-206	680.4	CACPLK010000010.1_7	5.6e-146	481.5	CACPLK010000010.1_9	2.1e-263	871.0
5745	GB_GCA_003136655.1	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Hesperobacter;s__Hesperobacter lustricola	d__Bacteria;x__Terrabacteria group;p__Candidatus Eremiobacteraeota;x__unclassified Candidatus Eremiobacteraeota;s__Candidatus Eremiobacteraeota bacterium																																		PLFC01000065.1_8	3.7e-123	409.1	PLFC01000065.1_35	8.1e-109	361.0	PLFC01000065.1_7	2.8e-146	485.8
5746	RS_GCF_017811755.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pararhodobacter;s__Pararhodobacter sp017811755	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pararhodobacter;x__unclassified Pararhodobacter;s__Pararhodobacter sp. SW119																																		NZ_JADDJF010000031.1_19	2.7000000000000003e-211	699.8	NZ_JADDJF010000031.1_16	5.1e-144	476.8	NZ_JADDJF010000031.1_18	1.7e-255	846.5
5747	RS_GCF_001542815.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium sp001542815	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae;g__Methylobacterium;x__unclassified Methylobacterium;s__Methylobacterium sp. AMS5																																		NZ_CP006992.1_4812	2.7e-214	710.0	NZ_CP006992.1_4809	2.4e-145	481.4	NZ_CP006992.1_4811	2.1e-265	879.5
5748	RS_GCF_016446395.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Oscillatoriaceae;g__DSPX01;s__DSPX01 sp016446395	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;x__Oscillatoriophycideae;o__Oscillatoriales;x__Oscillatoriales incertae sedis;g__Koinonema;x__unclassified Koinonema;s__[Phormidium] sp. ETS-05																																		NZ_CP051168.1_5423	1.6000000000000002e-185	615.3	NZ_CP051168.1_5421	4.400000000000001e-130	431.4	NZ_CP051168.1_2725	1.4999999999999999e-215	715.1
5749	GB_GCA_016743215.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Cyanobacteriaceae;g__Geminocystis;s__Geminocystis sp016743215	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;x__Oscillatoriophycideae;o__Chroococcales;f__Chroococcaceae;g__Geminocystis;x__unclassified Geminocystis;s__Geminocystis sp. GBBB08																																		VRZC01000162.1_5	8.8e-182	602.5	VRZC01000162.1_3	7.5e-129	426.9	VRZC01000027.1_8	1.3e-217	721.4
5750	GB_GCA_001464915.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__Erythrobacter sp001464915	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;x__unclassified Sphingomonadales;s__Sphingomonadales bacterium Ga0077531																																		LNED01000022.1_183	1.1e-214	710.5	LNED01000022.1_180	3.5e-146	483.3	LNED01000022.1_182	3.1e-269	891.3
5751	GB_GCA_009908265.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Gemmobacter_B;s__Gemmobacter_B sp009908265	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;x__unclassified Rhodobacteraceae;s__Rhodobacteraceae bacterium HSP-20																																		JAAATX020000001.1_311	2.1e-215	713.4	JAAATX020000001.1_314	1.5e-139	462.1	JAAATX020000001.1_312	2.3e-262	869.1
5752	GB_GCA_009908505.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Salibaculum;s__Salibaculum sp009908505	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;x__unclassified Alphaproteobacteria;s__Alphaproteobacteria bacterium																																		JAAAPD010000014.1_42	2.2e-214	709.6	JAAAPD010000014.1_45	1.6e-143	474.7	JAAAPD010000014.1_43	4e-264	874.5
5753	RS_GCF_018882215.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter sp018882215	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;x__unclassified Polynucleobacter;s__Polynucleobacter sp. JS-Fieb-80-E5																																		NZ_JACVOX010000002.1_117	5.4e-214	707.9	NZ_JACVOX010000002.1_115	2.1999999999999998e-148	490.3	NZ_JACVOX010000002.1_116	2.3e-262	868.4
5754	RS_GCF_000230675.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp000230675	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;x__unclassified Synechococcus;s__Synechococcus sp. ROS8604																																		NZ_AGIK01000001.1_1217	1e-207	687.6	NZ_AGIK01000001.1_1219	1.8e-145	481.1	NZ_AGIK01000001.1_1218	2.9e-262	868.4
5755	GB_GCA_905480295.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__R2A130;s__R2A130 sp905480295	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;x__environmental samples;s__uncultured Rhizobiaceae group bacterium																																		CAJQPW010000232.1_2	1.2e-213	707.7	CAJQPW010000103.1_4	4.2e-147	487.0	CAJQPW010000103.1_2	3.2e-262	868.8
5756	RS_GCF_014304815.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp001632165	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;x__unclassified Synechococcus;s__Synechococcus sp. AG-676-E23																																		NZ_CP047958.1_1908	5.3e-207	685.1	NZ_CP047958.1_1910	4.3e-146	483.0	NZ_CP047958.1_1909	2.8e-261	865.0
5757	RS_GCF_900184945.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Maliponia;s__Maliponia aquimaris	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Maliponia;s__Maliponia aquimaris																																		NZ_FXYF01000001.1_38	3.1e-209	693.3	NZ_FXYF01000001.1_35	1.8e-142	472.0	NZ_FXYF01000001.1_37	4.8e-261	865.1
5758	RS_GCF_014698845.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__FACHB-T130;g__FACHB-T130;s__FACHB-T130 sp014698845	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;x__Oscillatoriophycideae;o__Oscillatoriales;f__Coleofasciculaceae;g__Coleofasciculus;x__unclassified Coleofasciculus;s__Coleofasciculus sp. FACHB-1120																																		NZ_JACJTV010000010.1_67	3.7e-184	610.7	NZ_JACJTV010000010.1_65	7.899999999999999e-129	427.2	NZ_JACJTV010000001.1_262	1.3000000000000002e-218	725.1
5759	GB_GCA_017857825.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Casp-alpha2;g__UBA4479;s__UBA4479 sp017857825	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;x__unclassified Rhodospirillales;s__Rhodospirillales bacterium																																		JAFMCK010000179.1_3	4.8e-217	718.5	JAFMCK010000236.1_2	3.3000000000000005e-145	480.4	JAFMCK010000179.1_2	6.299999999999999e-269	890.6
5760	RS_GCF_000297435.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Microcystis;s__Microcystis sp000297435	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;x__Oscillatoriophycideae;o__Chroococcales;f__Microcystaceae;g__Microcystis;s__Microcystis aeruginosa;x__Microcystis aeruginosa NIES-2519																																		NZ_CAIP01000405.1_18	2.5e-181	601.2	NZ_CAIP01000405.1_20	2.6e-129	428.6	NZ_CAIP01000099.1_2	2.1e-218	724.2
5761	GB_GCA_903887655.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__Limnohabitans sp903887655	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;x__environmental samples;s__uncultured Burkholderiales bacterium																																		CAISQQ010000229.1_18	4.1999999999999985e-208	688.9	CAISQQ010000229.1_20	1.7e-144	477.9	CAISQQ010000229.1_19	4.9e-254	841.3
5762	GB_GCA_007096045.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Microcystis;s__Microcystis novacekii	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;x__Oscillatoriophycideae;o__Chroococcales;f__Microcystaceae;g__Microcystis;s__Microcystis aeruginosa;x__Microcystis aeruginosa Ma_QC_C_20070703_M131																																		SFAU01000046.1_6	2.5e-181	601.2	SFAU01000046.1_4	2.6e-129	428.7	SFAU01000001.1_17	1e-218	725.3
5763	GB_GCA_004292955.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__Microcoleus;s__Microcoleus sp004292955	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;x__Oscillatoriophycideae;o__Oscillatoriales;x__unclassified Oscillatoriales;s__Oscillatoriales cyanobacterium																																		RDXX01000019.1_3	1.5e-180	599.1	RDXX01000019.1_1	2.8e-130	432.3	RDXX01000019.1_58	4.4e-222	736.9
5764	RS_GCF_000877395.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Jannaschia;s__Jannaschia aquimarina	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Jannaschia;s__Jannaschia aquimarina																																		NZ_JYFE01000060.1_86	2.2e-207	686.9	NZ_JYFE01000060.1_83	4.1e-143	473.8	NZ_JYFE01000060.1_85	3.6000000000000007e-258	855.3
5765	GB_GCA_003249025.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__ULC077BIN1;s__ULC077BIN1 sp003249025	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Synechococcales;f__Leptolyngbyaceae;g__Leptolyngbya;x__unclassified Leptolyngbya;s__Leptolyngbya sp.																																		QBMH01000301.1_5	1.5e-184	612.1	QBMH01000301.1_3	3e-130	431.9	QBMH01000174.1_4	5.9e-219	726.3
5766	GB_GCA_014623385.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JACOMT01;s__JACOMT01 sp014623385	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;x__unclassified Rhodobacteraceae;s__Rhodobacteraceae bacterium																																		JACOMT010000002.1_10	3.4e-208	689.3	JACOMT010000002.1_13	7.2e-143	472.7	JACOMT010000002.1_11	7.1e-259	857.3
5767	RS_GCF_003574465.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium crusticola	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae;g__Methylobacterium;s__Methylobacterium crusticola																																		NZ_QOWC01000037.1_31	2.4e-211	700.8	NZ_QOWC01000037.1_34	2.5e-145	481.8	NZ_QOWC01000037.1_32	1e-265	881.0
5768	RS_GCF_900473935.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002171995	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;x__unclassified Synechococcus;s__Synechococcus sp. NAT40																																		NZ_UCNN01000019.1_302	2.2000000000000002e-210	696.4	NZ_UCNN01000019.1_300	2.1000000000000003e-145	480.8	NZ_UCNN01000019.1_301	2.3000000000000003e-260	862.1
5769	RS_GCF_900474295.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp900474295	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;x__unclassified Synechococcus;s__Synechococcus sp. UW140																																		NZ_UCOB01000014.1_198	3.7e-210	695.6	NZ_UCOB01000014.1_200	2.4e-145	480.6	NZ_UCOB01000014.1_199	2.5e-260	862.0
5770	RS_GCF_005222815.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Roseomonas_A;s__Roseomonas_A sp005222815	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas;x__unclassified Roseomonas;s__Roseomonas sp. AR75																																		NZ_STGB01000006.1_321	9.6e-217	718.3	NZ_STGB01000006.1_324	2.9e-138	458.4	NZ_STGB01000006.1_322	6.6e-268	888.0
5771	RS_GCF_014763045.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter aestuariivivens	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Sulfitobacter;s__Sulfitobacter aestuariivivens																																		NZ_JACTAG010000002.1_868	1.6e-211	700.6	NZ_JACTAG010000002.1_865	1.2e-145	482.1	NZ_JACTAG010000002.1_867	2e-265	879.3
5772	GB_GCA_015272465.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Gloeomargaritales;f__Gloeomargaritaceae;g__JACYLR01;s__JACYLR01 sp015272465	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Gloeoemargaritales;f__Gloeomargaritaceae;x__unclassified Gloeomargaritaceae;s__Gloeomargaritaceae cyanobacterium C42_A2020_066																																		JACYLR010000113.1_36	3.3999999999999996e-177	586.9	JACYLR010000113.1_35	7.2e-129	426.5	JACYLR010000245.1_8	8.200000000000002e-213	705.1
5773	RS_GCF_007995215.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__WX04;s__WX04 sp007995215	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Shimia;x__unclassified Shimia;s__Shimia sp. WX04																																		NZ_VCDK01000009.1_12	2.7000000000000006e-210	696.4	NZ_VCDK01000009.1_9	7.2e-145	479.4	NZ_VCDK01000009.1_11	3.7e-263	871.7
5774	GB_GCA_003724185.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__Erythrobacter sp003724185	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;x__Erythrobacter/Porphyrobacter group;g__Porphyrobacter;x__unclassified Porphyrobacter;s__Porphyrobacter sp. IPPAS B-1204																																		RHGM01000001.1_1014	2.2e-213	706.4	RHGM01000001.1_1017	1.8000000000000001e-146	484.5	RHGM01000001.1_1015	2.1999999999999998e-268	888.8
5775	RS_GCF_000241485.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp000241485	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;x__unclassified Sphingomonas;s__Sphingomonas sp. PAMC 26605																																		NZ_JH584241.1_877	1.8e-215	713.7	NZ_JH584241.1_880	2.6e-146	484.4	NZ_JH584241.1_878	3.5e-243	806.0
5776	GB_GCA_903894995.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__Limnohabitans_A sp903894995	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;x__environmental samples;s__uncultured Burkholderiales bacterium																																		CAITSG010000117.1_3	2e-215	713.5	CAITSG010000504.1_1	6.5e-145	479.7	CAITSG010000117.1_2	4.3e-266	881.5
5777	RS_GCF_000317575.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Stanieria;s__Stanieria cyanosphaera	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Pleurocapsales;f__Dermocarpellaceae;g__Stanieria;s__Stanieria cyanosphaera;x__Stanieria cyanosphaera PCC 7437																																		NC_019748.1_3755	1.1e-183	609.1	NC_019748.1_3753	1e-130	433.4	NC_019748.1_3126	2.1000000000000002e-223	740.9
5778	GB_GCA_002167365.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA7377;s__UBA7377 sp002167365	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;x__unclassified Betaproteobacteria;s__Betaproteobacteria bacterium TMED41																																		NHCU01000029.1_23	3e-208	688.7	NHCU01000029.1_20	9.2e-149	491.2	NHCU01000029.1_22	2e-254	841.9
5779	GB_GCA_018401615.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA2463;s__UBA2463 sp018401615	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;x__unclassified Burkholderiaceae;s__Burkholderiaceae bacterium																																		JAGYKN010000008.1_16	5.6e-204	674.5	JAGYKN010000008.1_19	1.7e-146	483.6	JAGYKN010000008.1_17	2.9e-257	851.1
5780	GB_GCA_003211235.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp003211235	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;x__unclassified Synechococcus;s__Synechococcus sp. AG-673-B04																																		QCTG01000003.1_47	1.2e-209	693.1	QCTG01000003.1_49	2.4e-145	479.9	QCTG01000003.1_48	2.1e-260	861.4
5781	RS_GCF_900234795.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium extorquens	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae;g__Methylorubrum;s__Methylorubrum extorquens;x__Methylorubrum extorquens AM1																																		NZ_LT962688.1_310	3.1e-215	713.2	NZ_LT962688.1_315	1.2e-145	482.5	NZ_LT962688.1_311	5.1e-266	881.7
5782	GB_GCA_002386465.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA4615;s__UBA4615 sp002386465	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;x__unclassified Burkholderiales;s__Burkholderiales bacterium UBA4615																																		DGIT01000022.1_80	4.5e-183	606.7	DGIT01000022.1_83	7.6e-150	495.8	DGIT01000022.1_81	1e-266	883.5
5783	GB_GCA_000733915.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__PMMR1;s__PMMR1 sp000733915	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;x__unclassified Caulobacteraceae;s__Caulobacteraceae bacterium PMMR1																																		JPOM01000001.1_1655	5.2000000000000004e-210	695.0	JPOM01000001.1_1652	2.1e-143	474.1	JPOM01000001.1_1654	1.6e-258	855.8
5784	RS_GCF_009380135.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Fertoeibacter;s__Fertoeibacter niger	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Fertoeibacter;s__Fertoeibacter niger																																		NZ_WHUT02000002.1_172	1.7000000000000003e-211	700.5	NZ_WHUT02000002.1_175	5.4e-139	460.3	NZ_WHUT02000002.1_173	2.5e-261	865.8
