BuckleyID	BuckleySeq	NFixDBID	NFixDBSeq	%Identity	AlnLength	Mismatches	GapOpens	QueryStart	QueryEnd	SeqStart	SeqEnd	EValue	Score
GU456473_1	nifH	PMBV01000232.1_5	vnfH	35	226	16	3	1	95	1	226	7.17e-28	254
GU456475_1	nifH	PMBV01000232.1_5	vnfH	35	226	17	5	1	96	1	226	3.97e-26	241
GU456476_1	nifH	PMBV01000232.1_5	vnfH	35	226	19	3	1	97	1	226	1.19e-28	260
GU456478_1	nifH	PMBV01000232.1_5	vnfH	30	228	26	5	1	96	1	226	1.23e-17	176
GU456479_1	nifH	PMBV01000232.1_5	vnfH	30	226	29	6	1	96	1	226	9.2e-18	177
GU456480_1	nifH	PMBV01000232.1_5	vnfH	30	226	28	6	1	96	1	226	1.17e-18	184
GU456481_1	nifH	PMBV01000232.1_5	vnfH	30	226	27	3	1	95	1	226	3.23e-20	196
GU456487_1	nifH	PMBV01000232.1_5	vnfH	33	226	16	3	1	91	1	226	8.76e-26	238
GU456488_1	nifH	PMBV01000232.1_5	vnfH	32	226	18	3	1	90	1	226	2.79e-23	219
GU456489_1	nifH	PMBV01000232.1_5	vnfH	32	226	17	3	1	90	1	226	3.33e-24	226
GU456490_1	nifH	PMBV01000232.1_5	vnfH	31	226	18	3	1	89	1	226	2.27e-22	212
GU456491_1	nifH	PMBV01000232.1_5	vnfH	27	226	23	5	1	83	1	226	4.9e-11	122
GU456492_1	nifH	PMBV01000232.1_5	vnfH	34	226	17	3	1	94	1	226	9.5e-28	253
GU456493_1	nifH	PMBV01000232.1_5	vnfH	35	226	15	4	1	94	1	226	3.78e-28	256
GU456494_1	nifH	PMBV01000232.1_5	vnfH	35	226	17	3	1	95	1	226	5.27e-28	255
GU456495_1	nifH	PMBV01000232.1_5	vnfH	35	226	17	3	1	96	1	226	1.16e-28	260
GU456499_1	nifH	PMBV01000232.1_5	vnfH	30	226	30	7	1	97	1	226	7.36e-16	162
GU456500_1	nifH	PMBV01000232.1_5	vnfH	35	226	17	3	1	95	1	226	2.09e-28	258
GU456504_1	nifH	PMBV01000232.1_5	vnfH	30	227	14	4	1	84	1	226	2.68e-19	188
GU456505_1	nifH	PMBV01000232.1_5	vnfH	27	226	23	4	1	83	1	226	2.75e-11	124
GU456507_1	nifH	PMBV01000232.1_5	vnfH	34	226	17	2	1	94	1	226	2.04e-28	258
GU456509_1	nifH	PMBV01000232.1_5	vnfH	34	226	19	2	1	96	1	226	8.53e-29	261
GU456514_1	nifH	PMBV01000232.1_5	vnfH	35	226	19	3	1	97	1	226	2.21e-28	258
GU456515_1	nifH	PMBV01000232.1_5	vnfH	35	226	16	4	1	95	1	226	1.33e-27	252
GU456516_1	nifH	PMBV01000232.1_5	vnfH	35	226	18	2	1	96	1	226	5.31e-30	270
GU456518_1	nifH	PMBV01000232.1_5	vnfH	33	226	18	2	1	93	1	226	1.47e-26	244
GU456520_1	nifH	PMBV01000232.1_5	vnfH	34	226	19	3	1	95	1	226	1.79e-25	236
GU456522_1	nifH	QKFD01000024.1_189	vnfH	30	259	6	5	1	83	1	259	5.66e-20	194
GU456523_1	nifH	PMBV01000232.1_5	vnfH	37	226	14	5	1	97	1	226	1.16e-30	275
GU456524_1	nifH	PMBV01000232.1_5	vnfH	35	226	18	2	1	96	1	226	1.83e-29	266
GU456526_1	nifH	PMBV01000232.1_5	vnfH	35	226	17	3	1	95	1	226	1.8e-27	251
GU456527_1	nifH	PMBV01000232.1_5	vnfH	35	226	18	2	1	97	1	226	5.45e-30	270
GU456529_1	nifH	PMBV01000232.1_5	vnfH	35	226	15	4	1	95	1	226	6.11e-29	262
GU456530_1	nifH	PMBV01000232.1_5	vnfH	32	226	25	7	1	97	1	226	4.94e-19	187
GU456531_1	nifH	PMBV01000232.1_5	vnfH	34	226	18	3	1	95	1	226	7.17e-28	254
GU456532_1	nifH	PMBV01000232.1_5	vnfH	35	226	17	2	1	95	1	226	6.11e-29	262
GU456540_1	nifH	PMBV01000232.1_5	vnfH	34	226	19	2	1	96	1	226	8.53e-29	261
GU456541_1	nifH	PMBV01000232.1_5	vnfH	35	226	16	2	1	96	1	226	1.3e-31	282
GU456542_1	nifH	PMBV01000232.1_5	vnfH	34	226	19	2	1	96	1	226	1.83e-29	266
GU456543_1	nifH	PMBV01000232.1_5	vnfH	36	226	15	3	1	96	1	226	9.85e-30	268
GU456544_1	nifH	PMBV01000232.1_5	vnfH	33	226	18	3	1	93	1	226	2.31e-25	235
GU456547_1	nifH	PMBV01000232.1_5	vnfH	31	226	25	6	1	95	1	226	7.91e-20	193
GU456548_1	nifH	PMBV01000232.1_5	vnfH	35	227	16	4	1	96	1	226	6.32e-27	247
GU456549_1	nifH	PMBV01000232.1_5	vnfH	30	226	29	3	1	96	1	226	9.2e-18	177
GU456552_1	nifH	PMBV01000232.1_5	vnfH	34	226	18	3	1	95	1	226	3.87e-28	256
GU456554_1	nifH	PMBV01000232.1_5	vnfH	32	226	23	5	1	95	1	226	1.07e-19	192
GU456555_1	nifH	PMBV01000232.1_5	vnfH	31	226	26	5	1	96	1	226	2.21e-17	174
GU456556_1	nifH	PMBV01000232.1_5	vnfH	35	226	16	3	1	95	1	226	1.13e-28	260
GU456558_1	nifH	PMBV01000232.1_5	vnfH	35	226	16	3	1	96	1	226	5.31e-30	270
GU456559_1	nifH	PMBV01000232.1_5	vnfH	34	226	19	2	1	96	1	226	3.38e-29	264
GU456561_1	nifH	PMBV01000232.1_5	vnfH	31	226	25	3	1	95	1	226	1.61e-21	206
GU456564_1	nifH	PMBV01000232.1_5	vnfH	35	226	17	3	1	96	1	226	6.27e-29	262
GU456565_1	nifH	PMBV01000232.1_5	vnfH	36	226	15	3	1	96	1	226	1.54e-30	274
GU456566_1	nifH	PMBV01000232.1_5	vnfH	35	226	17	3	1	95	1	226	1.33e-27	252
GU456568_1	nifH	PMBV01000232.1_5	vnfH	32	226	23	3	1	95	1	226	1.07e-22	215
GU456569_1	nifH	PMBV01000232.1_5	vnfH	35	226	13	3	1	93	1	226	4.26e-29	263
GU456570_1	nifH	PMBV01000232.1_5	vnfH	33	226	22	3	1	96	1	226	4.59e-25	233
GU456571_1	nifH	PMBV01000232.1_5	vnfH	34	226	18	3	1	94	1	226	1.11e-26	245
GU456573_1	nifH	PMBV01000232.1_5	vnfH	34	226	18	2	1	94	1	226	5.95e-29	262
GU456574_1	nifH	PMBV01000232.1_5	vnfH	35	226	16	2	1	94	1	226	4.37e-29	263
GU456576_1	nifH	PMBV01000232.1_5	vnfH	34	226	19	4	1	95	1	226	9.7e-26	238
GU456577_1	nifH	PMBV01000232.1_5	vnfH	35	226	19	3	1	97	1	226	8.75e-29	261
GU456579_1	nifH	PMBV01000232.1_5	vnfH	35	226	18	3	1	97	1	226	2.21e-28	258
GU456580_1	nifH	PMBV01000232.1_5	vnfH	35	226	17	3	1	97	1	226	4.73e-29	263
GU456582_1	nifH	PMBV01000232.1_5	vnfH	29	226	30	4	1	96	1	226	1.17e-18	184
GU456583_1	nifH	PMBV01000232.1_5	vnfH	28	226	23	3	1	87	1	226	5.76e-17	170
GU456584_1	nifH	PMBV01000232.1_5	vnfH	34	226	21	2	1	97	1	226	5.55e-28	255
GU456585_1	nifH	PMBV01000232.1_5	vnfH	34	226	15	3	1	92	1	226	1.67e-27	251
GU456586_1	nifH	PMBV01000232.1_5	vnfH	32	226	19	2	1	92	1	226	8.99e-26	238
GU456587_1	nifH	PMBV01000232.1_5	vnfH	34	226	18	3	1	94	1	226	4.41e-27	248
GU456588_1	nifH	PMBV01000232.1_5	vnfH	26	226	38	8	1	97	1	226	3.02e-09	109
GU456589_1	nifH	PMBV01000232.1_5	vnfH	31	226	25	4	1	96	1	226	8.07e-23	216
GU456591_1	nifH	PMBV01000232.1_5	vnfH	35	226	15	3	1	95	1	226	4.49e-29	263
GU456592_1	nifH	PMBV01000232.1_5	vnfH	30	226	28	4	1	95	1	226	4.99e-18	179
GU456593_1	nifH	PMBV01000232.1_5	vnfH	31	226	25	3	1	96	1	226	2.46e-20	197
GU456594_1	nifH	PMBV01000232.1_5	vnfH	24	226	18	4	1	73	1	226	2.82e-08	100
GU456595_1	nifH	PMBV01000232.1_5	vnfH	33	226	20	3	1	94	1	226	2e-24	228
GU456596_1	nifH	PMBV01000232.1_5	vnfH	31	226	25	4	1	96	1	226	1.22e-21	207
GU456597_1	nifH	PMBV01000232.1_5	vnfH	35	226	18	2	1	96	1	226	2.92e-28	257
GU456598_1	nifH	PMBV01000232.1_5	vnfH	26	234	24	5	1	92	1	226	1.06e-10	120
GU456599_1	nifH	PMBV01000232.1_5	vnfH	33	226	21	3	1	96	1	226	1.31e-23	222
GU456600_1	nifH	PMBV01000232.1_5	vnfH	22	226	14	2	1	64	1	226	9.26e-06	80
GU456601_1	nifH	PMBV01000232.1_5	vnfH	24	234	27	3	1	92	1	226	5.91e-11	122
GU456602_1	nifH	PMBV01000232.1_5	vnfH	25	229	32	5	1	93	1	226	5.09e-09	107
GU456603_1	nifH	PMBV01000232.1_5	vnfH	35	226	17	3	1	95	1	226	2.45e-27	250
GU456604_1	nifH	PMBV01000232.1_5	vnfH	35	228	16	3	1	97	1	226	2.55e-29	265
GU456605_1	nifH	PMBV01000232.1_5	vnfH	34	226	15	2	1	92	1	226	1.67e-27	251
GU456607_1	nifH	PMBV01000232.1_5	vnfH	23	226	40	5	1	93	1	226	0.000118	73
GU456608_1	nifH	PMBV01000232.1_5	vnfH	19	226	48	5	1	92	1	226	2.13	39
GU456609_1	nifH	PMBV01000232.1_5	vnfH	24	226	27	3	1	82	1	226	2.07e-10	117
GU456611_1	nifH	PMBV01000232.1_5	vnfH	36	226	15	5	1	96	1	226	2.92e-28	257
GU456613_1	nifH	PMBV01000232.1_5	vnfH	33	226	20	3	1	95	1	226	4.47e-25	233
GU456614_1	nifH	PMBV01000232.1_5	vnfH	35	226	17	5	1	95	1	226	2.1e-26	243
GU456615_1	nifH	PMBV01000232.1_5	vnfH	30	226	27	3	1	94	1	226	4.6e-19	187
GU456616_1	nifH	PMBV01000232.1_5	vnfH	34	226	18	3	1	94	1	226	6e-27	247
GU456617_1	nifH	PMBV01000232.1_5	vnfH	22	226	42	4	1	92	1	226	2.08e-05	79
GU456618_1	nifH	PMBV01000232.1_5	vnfH	34	226	17	3	1	94	1	226	2.78e-26	242
GU456619_1	nifH	PMBV01000232.1_5	vnfH	36	226	15	4	1	96	1	226	3.38e-29	264
GU456620_1	nifH	PMBV01000232.1_5	vnfH	35	226	16	2	1	95	1	226	1.5e-30	274
GU456622_1	nifH	PMBV01000232.1_5	vnfH	27	227	30	5	1	92	1	226	3.36e-12	132
GU456624_1	nifH	PMBV01000232.1_5	vnfH	33	226	19	3	1	94	1	226	3.78e-26	241
GU474816_1	nifH	JAGSYV010000023.1_39	anfH	23	223	27	3	1	78	1	223	9.89e-07	91
GU474817_1	nifH	JAGSYV010000023.1_39	anfH	24	223	25	3	1	78	1	223	3.19e-09	110
GU474823_1	nifH	JAGSYV010000023.1_39	anfH	28	223	16	2	1	79	1	223	4.17e-17	173
GU474824_1	nifH	JAGSYV010000023.1_39	anfH	29	223	15	2	1	79	1	223	7.14e-18	179
GU474825_1	nifH	JAGSYV010000023.1_39	anfH	29	223	15	2	1	79	1	223	2.94e-18	182
GU474827_1	nifH	JAGSYV010000023.1_39	anfH	27	228	24	2	1	90	1	223	2.87e-18	183
GU474829_1	nifH	JAGSYV010000023.1_39	anfH	27	228	26	2	1	92	1	223	2.08e-19	192
GU474831_1	nifH	JAGSYV010000023.1_39	anfH	26	228	25	2	1	90	1	223	5.18e-18	181
GU478908_1	nifH	PMBV01000232.1_5	vnfH	26	226	15	5	1	74	1	226	9.49e-12	127
GU478909_1	nifH	PMBV01000232.1_5	vnfH	38	226	22	2	1	107	1	226	5.47e-35	308
GU478910_1	nifH	PMBV01000232.1_5	vnfH	31	226	15	4	1	86	1	226	2.1e-22	212
GU478911_1	nifH	PMBV01000232.1_5	vnfH	22	226	7	3	1	56	1	226	0.00171	61
GU478912_1	nifH	PMBV01000232.1_5	vnfH	29	226	13	2	1	79	1	226	9.67e-20	191
GU478914_1	nifH	PMBV01000232.1_5	vnfH	19	226	9	4	1	53	1	226	4.47	33
GU478916_1	nifH	PMBV01000232.1_5	vnfH	31	226	11	3	1	80	1	226	1.49e-21	205
GU478918_1	nifH	PMBV01000232.1_5	vnfH	25	226	8	2	1	64	1	226	7.52e-12	127
GU478919_1	nifH	PMBV01000232.1_5	vnfH	28	226	8	2	1	71	1	226	6.97e-17	168
GU478922_1	nifH	PMBV01000232.1_5	vnfH	24	227	12	4	1	68	1	226	1.15e-07	95
GU478923_1	nifH	PMBV01000232.1_5	vnfH	34	226	14	2	1	91	1	226	1.39e-28	259
GU478926_1	nifH	PMBV01000232.1_5	vnfH	38	226	26	4	1	112	1	226	1.58e-34	305
GU478927_1	nifH	PMBV01000232.1_5	vnfH	32	226	12	3	1	85	1	226	3.46e-25	233
GU478928_1	nifH	PMBV01000232.1_5	vnfH	39	226	17	2	1	105	1	226	3.58e-37	324
GU478930_1	nifH	PMBV01000232.1_5	vnfH	29	226	13	5	1	79	1	226	4.85e-16	162
GU478936_1	nifH	QKFD01000024.1_189	vnfH	27	259	13	4	1	82	1	259	2.41e-15	157
GU478941_1	nifH	PMBV01000232.1_5	vnfH	25	229	35	7	1	96	1	226	1.17e-12	136
GU478945_1	nifH	QKFD01000024.1_189	vnfH	32	259	14	3	1	96	1	259	2.04e-25	237
GU478946_1	nifH	PMBV01000232.1_5	vnfH	28	228	24	6	1	89	1	226	5.75e-13	138
GU478948_1	nifH	QKFD01000024.1_189	vnfH	28	259	11	3	1	84	1	259	6.05e-19	186
GU478950_1	nifH	QKFD01000024.1_189	vnfH	26	260	16	7	1	84	1	259	3.56e-11	124
GU478952_1	nifH	QKFD01000024.1_189	vnfH	23	260	22	3	1	84	1	259	4.83e-08	100
GU478956_1	nifH	QKFD01000024.1_189	vnfH	32	259	8	2	1	92	1	259	1.22e-28	261
GU478966_1	nifH	PMBV01000232.1_5	vnfH	19	226	10	2	1	53	1	226	0.08	47
GU478968_1	nifH	PMBV01000232.1_5	vnfH	19	226	23	2	1	65	1	226	4.89	34
GU478972_1	nifH	PMBV01000232.1_5	vnfH	22	226	12	2	1	61	1	226	2.69e-06	84
GU478973_1	nifH	PMBV01000232.1_5	vnfH	23	226	13	2	1	66	1	226	6.43e-10	112
GU478975_1	nifH	QKFD01000024.1_189	vnfH	32	259	13	4	1	97	1	259	5.45e-27	249
GU478976_1	nifH	PMBV01000232.1_5	vnfH	25	227	22	4	1	79	1	226	4.72e-10	114
GU478977_1	nifH	PMBV01000232.1_5	vnfH	29	227	13	6	1	79	1	226	3.57e-14	147
GU564257_1	nifH	PMBV01000232.1_5	vnfH	42	226	21	3	1	115	1	226	4.92e-40	346
GU566703_1	nifH	MVRL01000089.1_8	nflH	29	272	13	3	1	92	1	271	8.86e-22	216
GU585551_1	nifH	PMBV01000232.1_5	vnfH	39	226	20	2	1	108	1	226	2.08e-37	326
GU597364_1	nifH	PMBV01000232.1_5	vnfH	35	226	18	2	1	97	1	226	9.8e-32	283
GU727699_1	nifH	QKFD01000024.1_189	vnfH	34	259	13	2	1	100	1	259	3.8e-30	273
GU727700_1	nifH	QKFD01000024.1_189	vnfH	33	259	14	2	1	100	1	259	6.01e-29	264
GU727708_1	nifH	PMBV01000232.1_5	vnfH	35	227	19	3	1	100	1	226	7.78e-32	284
GU810480_1	nifH	NZ_JACJRQ010000032.1_53	vnfH	55	297	33	2	1	197	1	297	5.33e-94	753
GU810482_1	nifH	NZ_JACJRQ010000032.1_53	vnfH	55	297	35	2	1	197	1	297	6.65e-93	745
GU945773_1	nifH	JADQBA010000033.1_53	vnfH	23	264	44	10	1	106	1	264	7.59e-07	92
GU945775_1	nifH	PMBV01000232.1_5	vnfH	20	226	22	5	1	67	1	226	0.06	49
GU945797_1	nifH	PMBV01000232.1_5	vnfH	35	227	26	3	1	107	1	226	1.27e-31	283
GU945812_1	nifH	PMBV01000232.1_5	vnfH	38	227	30	5	1	117	1	226	4e-33	295
GU945820_1	nifH	PMBV01000232.1_5	vnfH	43	226	14	2	1	112	1	226	2.59e-46	392
GU945821_1	nifH	PMBV01000232.1_5	vnfH	48	226	14	2	1	122	1	226	8.93e-55	455
GU945822_1	nifH	PMBV01000232.1_5	vnfH	48	226	13	2	1	122	1	226	2.29e-54	452
GU945877_1	nifH	PMBV01000232.1_5	vnfH	41	226	19	2	1	112	1	226	1.07e-41	358
GU945882_1	nifH	PMBV01000232.1_5	vnfH	42	226	16	2	1	112	1	226	2.32e-45	385
GU945886_1	nifH	PMBV01000232.1_5	vnfH	47	226	15	2	1	122	1	226	2.06e-53	445
GU945888_1	nifH	NZ_FPAU01000007.1_156	anfH	35	275	2	2	1	99	1	275	1.77e-35	316
GU945894_1	nifH	PMBV01000232.1_5	vnfH	49	226	12	2	1	122	1	226	3.48e-55	458
GU945896_1	nifH	PMBV01000232.1_5	vnfH	47	226	15	2	1	122	1	226	5.87e-54	449
GU945902_1	nifH	JAGSYV010000023.1_39	anfH	42	223	7	2	1	101	1	223	2.23e-41	357
GU945904_1	nifH	PMBV01000232.1_5	vnfH	48	226	14	2	1	122	1	226	4.29e-54	450
GU945929_1	nifH	PMBV01000232.1_5	vnfH	43	226	20	5	1	117	1	226	1.38e-42	365
GU945953_1	nifH	PMBV01000232.1_5	vnfH	48	226	14	2	1	122	1	226	2.29e-54	452
GU945972_1	nifH	PMBV01000232.1_5	vnfH	48	226	14	2	1	122	1	226	8.04e-54	448
GU945977_1	nifH	PMBV01000232.1_5	vnfH	48	226	14	2	1	122	1	226	8.04e-54	448
GU945980_1	nifH	NZ_FPAU01000007.1_156	anfH	35	275	4	2	1	101	1	275	2.54e-35	315
GU945994_1	nifH	DNPP01000068.1_28	vnfH	30	274	19	2	1	102	1	274	7.84e-31	279
GU945998_1	nifH	PMBV01000232.1_5	vnfH	45	226	18	2	1	120	1	226	9.32e-50	418
GU946002_1	nifH	PMBV01000232.1_5	vnfH	36	226	30	5	1	112	1	226	1.22e-32	291
GU946027_1	nifH	PMBV01000232.1_5	vnfH	48	226	14	2	1	122	1	226	2.29e-54	452
GU946059_1	nifH	DNPP01000068.1_28	vnfH	31	274	18	2	1	102	1	274	3.12e-31	282
GU946066_1	nifH	PMBV01000232.1_5	vnfH	42	226	17	2	1	112	1	226	8.1e-45	381
HE599402_1	nifH	QKFD01000024.1_189	vnfH	36	259	19	5	1	112	1	259	2.77e-32	290
HE599403_1	nifH	DHWU01000017.1_21	anfH	32	249	14	7	1	95	1	247	3.16e-21	207
HE599405_1	nifH	DHWU01000017.1_21	anfH	30	249	16	6	1	92	1	247	1.88e-19	193
HE599406_1	nifH	QKFD01000024.1_189	vnfH	35	259	13	5	1	104	1	259	1.44e-29	269
HE599412_1	nifH	DHWU01000017.1_21	anfH	35	249	18	6	1	108	1	247	1.57e-29	271
HE599413_1	nifH	DNPP01000068.1_28	vnfH	29	274	13	6	1	92	1	274	7.75e-20	194
HE599416_1	nifH	QKFD01000024.1_189	vnfH	35	259	14	4	1	104	1	259	1.43e-31	284
HE599417_1	nifH	QKFD01000024.1_189	vnfH	33	259	17	3	1	102	1	259	1.35e-27	254
HE599418_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	29	275	17	3	1	98	1	275	3.47e-25	236
HE599423_1	nifH	JAGSYV010000023.1_39	anfH	31	223	21	4	1	91	1	223	1.77e-23	223
HE599424_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	33	275	15	5	1	106	1	275	1.9e-31	284
HE599428_1	nifH	PMBV01000232.1_5	vnfH	36	227	22	5	1	105	1	226	3.14e-29	265
HE599429_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	35	275	11	3	1	108	1	275	2.22e-36	321
HE599430_1	nifH	DHWU01000017.1_21	anfH	36	249	17	6	1	108	1	247	1.13e-31	287
HE599431_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	32	275	15	3	1	104	1	275	4.53e-31	281
HE599432_1	nifH	DBMP01000029.1_90	vnfH	33	274	15	4	1	106	1	274	2.18e-30	276
HE599433_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	35	275	9	5	1	104	1	275	2.43e-33	298
HE599438_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	29	275	16	3	1	97	1	275	6.18e-25	234
HE599440_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	35	275	10	5	1	106	1	275	1.88e-33	299
HE599441_1	nifH	QKFD01000024.1_189	vnfH	37	259	11	5	1	106	1	259	1.24e-34	307
HE599442_1	nifH	QKFD01000024.1_189	vnfH	37	259	22	6	1	118	1	259	1.08e-33	301
HE599445_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	29	275	15	4	1	96	1	275	2.97e-23	221
HE599446_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	32	275	19	5	1	107	1	275	4.83e-29	266
HE599448_1	nifH	QKFD01000024.1_189	vnfH	35	259	11	5	1	102	1	259	1.37e-29	269
HE599453_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	36	275	8	3	1	106	1	275	1.54e-36	322
HE599454_1	nifH	DBMP01000029.1_90	vnfH	34	274	15	3	1	107	1	274	2.23e-32	291
HE599455_1	nifH	DBMP01000029.1_90	vnfH	31	274	14	4	1	98	1	274	6.94e-24	226
HE599456_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	32	275	20	3	1	107	1	275	4.19e-30	274
HE599457_1	nifH	DBMP01000029.1_90	vnfH	28	274	14	4	1	92	1	274	1.34e-20	200
HE599458_1	nifH	DHWU01000017.1_21	anfH	31	249	17	6	1	96	1	247	1.62e-22	217
HE599459_1	nifH	DHWU01000017.1_21	anfH	35	249	15	4	1	104	1	247	1.04e-29	272
HE599460_1	nifH	DHWU01000017.1_21	anfH	27	249	13	4	1	82	1	247	1.61e-15	161
HE599461_1	nifH	QKFD01000024.1_189	vnfH	33	259	18	4	1	104	1	259	5.67e-28	257
HE599462_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	33	275	16	3	1	106	1	275	6.45e-33	295
HE599464_1	nifH	DBMP01000029.1_90	vnfH	32	274	16	4	1	105	1	274	2.09e-28	261
HE599466_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	31	275	10	3	1	94	1	275	9.37e-26	240
HE599469_1	nifH	QKFD01000024.1_189	vnfH	34	259	16	5	1	105	1	259	2.01e-29	268
HE599471_1	nifH	QKFD01000024.1_189	vnfH	34	259	14	5	1	103	1	259	8.82e-29	263
HE599472_1	nifH	QKFD01000024.1_189	vnfH	34	259	15	5	1	103	1	259	3.52e-29	266
HE599473_1	nifH	DBMP01000029.1_90	vnfH	27	274	16	3	1	90	1	274	5.65e-19	187
HE599474_1	nifH	DBMP01000029.1_90	vnfH	27	274	13	3	1	88	1	274	9.4e-20	193
HE599475_1	nifH	DHWU01000017.1_21	anfH	35	249	17	4	1	106	1	247	8.04e-30	273
HE599476_1	nifH	PMBV01000232.1_5	vnfH	37	226	22	4	1	105	1	226	7.44e-33	292
HE599477_1	nifH	QKFD01000024.1_189	vnfH	37	259	9	5	1	106	1	259	3.6e-35	311
HE599478_1	nifH	PMBV01000232.1_5	vnfH	35	226	25	4	1	105	1	226	1.21e-31	283
HE599479_1	nifH	DBMP01000029.1_90	vnfH	30	274	16	3	1	99	1	274	1.75e-23	223
HE599481_1	nifH	JADQBA010000033.1_53	vnfH	34	264	16	4	1	106	1	264	1.19e-31	285
HE599482_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	32	275	16	5	1	105	1	275	1.35e-29	270
HE599485_1	nifH	QKFD01000024.1_189	vnfH	31	259	13	5	1	92	1	259	2.93e-20	197
HE599489_1	nifH	DHWU01000017.1_21	anfH	29	249	26	5	1	101	1	247	4.21e-19	191
HE599490_1	nifH	QKFD01000024.1_189	vnfH	32	259	19	5	1	103	1	259	6.03e-25	234
HE599491_1	nifH	DHWU01000017.1_21	anfH	30	249	27	7	1	104	1	247	7.15e-21	205
HE599499_1	nifH	PMBV01000232.1_5	vnfH	32	229	26	6	1	102	1	226	1.91e-21	206
HE599500_1	nifH	JAGSYV010000023.1_39	anfH	32	223	29	6	1	100	1	223	3e-23	222
HE599505_1	nifH	JAGSYV010000023.1_39	anfH	30	223	32	4	1	100	1	223	1.63e-23	224
HE599509_1	nifH	DNPP01000068.1_28	vnfH	28	274	21	3	1	99	1	274	2.13e-20	199
HE599517_1	nifH	JAGSYV010000023.1_39	anfH	34	223	30	6	1	105	1	223	2.58e-25	238
HE599518_1	nifH	DHWU01000017.1_21	anfH	31	249	21	5	1	100	1	247	3.57e-21	207
HE599525_1	nifH	JAGSYV010000023.1_39	anfH	30	223	33	4	1	100	1	223	5.13e-21	205
HE599527_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	29	275	19	4	1	99	1	275	4.94e-21	204
HE600419_1	nifH	PMBV01000232.1_5	vnfH	35	226	18	2	1	98	1	226	3.47e-31	279
HE600422_1	nifH	PMBV01000232.1_5	vnfH	35	226	18	2	1	98	1	226	2.55e-31	280
HE600428_1	nifH	PMBV01000232.1_5	vnfH	35	226	19	2	1	98	1	226	4.11e-30	271
HE600440_1	nifH	PMBV01000232.1_5	vnfH	36	226	17	2	1	98	1	226	1.37e-31	282
HE600443_1	nifH	JADQBA010000033.1_53	vnfH	29	264	9	2	1	85	1	264	1.65e-22	214
HE600466_1	nifH	PMBV01000232.1_5	vnfH	35	226	18	2	1	98	1	226	3.47e-31	279
HE600471_1	nifH	PMBV01000232.1_5	vnfH	36	226	17	2	1	98	1	226	8.44e-33	291
HE600487_1	nifH	PMBV01000232.1_5	vnfH	36	226	17	2	1	98	1	226	2.92e-32	287
HE600489_1	nifH	JADQBA010000033.1_53	vnfH	30	264	7	2	1	85	1	264	1.83e-24	229
HE600496_1	nifH	PMBV01000232.1_5	vnfH	36	226	17	2	1	98	1	226	3.98e-32	286
HE600498_1	nifH	PMBV01000232.1_5	vnfH	33	226	24	2	1	98	1	226	1.22e-28	260
HE600509_1	nifH	PMBV01000232.1_5	vnfH	32	226	13	2	1	85	1	226	2.55e-25	234
HE600516_1	nifH	CAIVAU010000061.1_60	vnfH	32	302	1	2	1	98	1	302	1.89e-30	277
HE600518_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	31	275	13	2	1	99	1	275	2.8e-27	252
HE600519_1	nifH	DHWU01000017.1_21	anfH	26	247	34	5	1	99	1	247	6.94e-13	141
HE600520_1	nifH	DBMP01000029.1_90	vnfH	32	274	12	2	1	99	1	274	1.79e-28	261
HE600522_1	nifH	PMBV01000232.1_5	vnfH	35	226	18	2	1	98	1	226	4.73e-31	278
HE600528_1	nifH	PMBV01000232.1_5	vnfH	31	226	27	2	1	98	1	226	2.62e-25	235
HE600530_1	nifH	DBMP01000029.1_90	vnfH	32	274	11	2	1	99	1	274	3.36e-30	274
HE600536_1	nifH	PMBV01000232.1_5	vnfH	34	226	22	2	1	98	1	226	1.04e-29	268
HE600537_1	nifH	PMBV01000232.1_5	vnfH	34	226	22	2	1	98	1	226	1.41e-29	267
HE600550_1	nifH	PMBV01000232.1_5	vnfH	37	226	14	2	1	98	1	226	4.54e-33	293
HE600552_1	nifH	PMBV01000232.1_5	vnfH	35	226	18	2	1	98	1	226	4.73e-31	278
HE600553_1	nifH	PMBV01000232.1_5	vnfH	32	226	26	2	1	98	1	226	1.95e-27	251
HE600565_1	nifH	QKFD01000024.1_189	vnfH	31	259	6	2	1	86	1	259	1.78e-24	229
HE600573_1	nifH	PMBV01000232.1_5	vnfH	37	226	15	2	1	98	1	226	1.57e-32	289
