MiseID	MiseSeq	NFixDBID	NFixDBSeq	PercIdentity	AlnLength	Mismatches	GapOpens	QueryStart	QueryEnd	SeqStart	SeqEnd	EValue	Score
WP_090899895.1	nifH_T1	NC_021149.1_128	vnfH	95	292	13	1	1	292	1	290	1.56e-182	1405
WP_090931824.1	nifH_T2	NZ_UPPP01000074.1_60	vnfH	87	275	33	1	1	273	1	275	1.38e-161	1250
WP_090931858.1	nifH_T2	JAEZKS010000250.1_8	nflH	61	319	92	4	1	291	1	316	6.33e-124	987
WP_090934561.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	87	275	34	1	1	273	1	275	8.46e-160	1237
WP_090943799.1	nifH_T1	NZ_FOFJ01000009.1_66	vnfH	98	290	5	0	1	290	1	290	5e-189	1452
WP_091070736.1	nifH_T1	NZ_CP009288.1_4446	vnfH	84	294	41	2	1	288	1	294	1.19e-164	1275
WP_091148925.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	89	292	32	1	1	292	1	291	3.97e-174	1344
WP_091193715.1	nifH_T1	NZ_SMMU01000027.1_45	vnfH	88	292	33	1	1	292	1	290	2.76e-170	1316
WP_091229142.1	nifH_T1	NZ_CP011114.1_3785	vnfH	82	295	44	2	1	287	1	295	1.46e-159	1238
WP_091273463.1	nifH_T1	NZ_JACJRQ010000032.1_53	vnfH	76	298	63	3	1	290	1	297	8.82e-149	1160
WP_091356304.1	nifH_T1	NZ_SMAO01000007.1_113	vnfH	94	293	15	1	1	290	1	293	1.06e-181	1399
WP_091676476.1	nifH_T1	PLZT01000187.1_7	vnfH	91	297	24	1	1	294	1	297	4.95e-178	1373
WP_091709557.1	nifH_T1	NZ_AUUU01000066.1_15	vnfH	77	274	61	2	1	273	1	273	4.44e-142	1108
WP_091748866.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	86	275	35	1	1	272	1	275	4.64e-157	1217
WP_091820379.1	nifH_T3	JAEWDM010000040.1_232	vnfH	85	284	39	2	1	280	1	284	8.5e-159	1231
WP_091932041.1	nifH_T1	JAGTRU010000002.1_131	vnfH	90	296	28	1	1	296	1	294	4.11e-176	1359
WP_091971292.1	nifH_T1	DBMP01000029.1_90	vnfH	79	276	54	3	1	274	1	274	1.81e-142	1111
WP_091997115.1	nifH_T1	NZ_NHSJ01000034.1_144	vnfH	89	293	29	1	1	293	1	291	2.17e-174	1346
WP_092052900.1	nifH_T1	PMCK01000495.1_5	vnfH	80	298	49	2	1	292	1	293	3.19e-156	1214
WP_092071615.1	nifH_T2	JAEZKS010000250.1_8	nflH	60	317	101	2	1	291	1	316	7.24e-122	972
WP_092073275.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	85	275	38	1	1	273	1	275	5.52e-155	1202
WP_092078502.1	nifH_T1	PMCK01000495.1_5	vnfH	83	293	44	1	1	287	1	293	1.39e-159	1238
WP_092121096.1	nifH_T1	DNPP01000068.1_28	vnfH	82	274	49	0	1	274	1	274	1.8e-153	1191
WP_092193637.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	87	276	35	1	1	276	1	275	3.07e-162	1255
WP_092215976.1	nifH_T1	DNPP01000068.1_28	vnfH	79	274	58	0	1	274	1	274	2.79e-147	1146
WP_092222117.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	91	275	26	0	1	275	1	275	4.56e-167	1290
WP_092323994.1	nifH_T3	JAEWDM010000040.1_232	vnfH	79	285	58	1	1	285	1	284	1.01e-151	1180
WP_092350255.1	nifH_T1	PMCK01000495.1_5	vnfH	78	299	54	2	1	293	1	293	1.46e-154	1202
WP_092419747.1	nifH_T1	CAIZGR010000378.1_10	vnfH	85	298	42	1	1	296	1	298	6.47e-169	1307
WP_092452826.1	nifH_T2	JAEWDM010000040.1_232	vnfH	82	284	48	1	1	282	1	284	4.64e-155	1204
WP_092455691.1	nifH_T1	DBTU01000011.1_44	vnfH	89	273	28	1	1	273	1	272	1.2e-164	1272
WP_092469421.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	81	275	50	1	1	272	1	275	4.04e-148	1152
WP_092487034.1	nifH_T1	JAJXWJ010000032.1_21	vnfH	82	273	49	1	1	272	1	273	1.77e-150	1169
WP_092558947.1	nifH_T1	DBTU01000011.1_44	vnfH	91	272	25	0	1	272	1	272	3.91e-167	1290
WP_092620711.1	nifH_T1	CAIZGR010000378.1_10	vnfH	85	298	41	1	1	295	1	298	8.64e-169	1306
WP_092786517.1	nifH_T1	CAIZGR010000378.1_10	vnfH	86	298	39	1	1	294	1	298	2.04e-171	1325
WP_092811147.1	nifH_T1	CAINOE010000073.1_13	vnfH	91	299	27	0	1	299	1	299	1.15e-181	1400
WP_093032661.1	nifH_T1	NZ_SMAO01000007.1_113	vnfH	95	294	15	1	1	294	1	293	3.63e-183	1410
WP_093070868.1	nifH_T1	JACDZG010000096.1_14	vnfH	95	293	14	0	1	293	1	293	2.8e-184	1418
WP_093275479.1	nifH_T1	NZ_SMAO01000007.1_113	vnfH	88	293	36	0	1	293	1	293	3.62e-172	1330
WP_093287058.1	nifH_T1	PLZT01000187.1_7	vnfH	90	297	27	1	1	295	1	297	3.71e-178	1374
WP_093360020.1	nifH_T1	CAIZGR010000378.1_10	vnfH	87	298	35	1	1	294	1	298	7.26e-171	1321
WP_093883931.1	nifH_T1	DBMP01000029.1_90	vnfH	79	274	58	0	1	274	1	274	1.71e-145	1133
WP_094082899.1	nifH_T1	DNPP01000068.1_28	vnfH	81	274	51	0	1	274	1	274	3.7e-154	1196
WP_094228266.1	nifH_T1	NZ_MZGX01000024.1_42	vnfH	77	274	61	2	1	273	1	273	1.25e-142	1112
WP_094327394.1	nifH_T2	LXQE01000125.1_187	vnfH	100	297	1	0	1	297	1	297	9.41e-196	1502
WP_094328859.1	nifH_T2	JABXKI010000170.1_15	vnfH	97	297	8	1	1	296	1	297	8.28e-191	1466
WP_094351482.1	nifH_T2	JAHHHH010000012.1_74	vnfH	85	326	40	3	1	318	1	326	5.57e-182	1406
WP_094531215.1	nifH_T1	NZ_JAIVFR010000244.1_3	vnfH	82	302	46	3	1	300	1	297	8.66e-164	1270
WP_094550765.1	nifH_T1	NZ_MZGX01000024.1_42	vnfH	85	273	41	0	1	273	1	273	1.02e-158	1229
WP_094604326.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	91	275	26	0	1	275	1	275	2.04e-165	1278
WP_094781199.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	88	293	32	1	1	293	1	291	2.31e-171	1324
WP_095205384.1	nifH_T2	CAINOE010000073.1_13	vnfH	91	299	25	1	1	297	1	299	8.43e-179	1379
WP_095780066.1	nifH_T1	CAINOE010000073.1_13	vnfH	91	299	24	2	1	297	1	299	2.01e-177	1369
WP_096085050.1	nifH_T1	NZ_JACHXI010000010.1_82	vnfH	89	292	30	1	1	292	1	290	7.3e-174	1342
WP_096409260.1	nifH_T1	NZ_SJZB01000053.1_50	vnfH	83	293	50	0	1	293	1	293	1.03e-161	1254
WP_096569143.1	nifH_T2	CAIVAU010000061.1_60	vnfH	94	302	18	0	1	302	1	302	4.19e-187	1440
WP_096576042.1	nifH_T2	JAHHHH010000012.1_74	vnfH	90	326	33	1	1	325	1	326	1.86e-193	1490
WP_096578470.1	nifH_T1	DNPP01000068.1_28	vnfH	73	274	75	0	1	274	1	274	7.54e-133	1041
WP_096580147.1	nifH_T1	NZ_AJLK01000041.1_8	vnfH	97	296	8	1	1	296	1	295	7.25e-190	1459
WP_096589796.1	nifH_T1	NZ_AJLK01000041.1_8	vnfH	98	297	5	2	1	297	1	295	1.02e-189	1458
WP_096597136.1	nifH_T1	NZ_JAIVFR010000244.1_3	vnfH	82	298	54	1	1	298	1	297	1.95e-162	1260
WP_096601707.1	nifH_T1	JAHHHC010000005.1_41	vnfH	94	296	18	0	1	296	1	296	1.63e-187	1442
WP_096602689.1	nifH_T2	JAHHHH010000012.1_74	vnfH	90	326	32	1	1	325	1	326	5.23e-194	1494
WP_096603061.1	nifH_T2	NZ_CP047242.1_426	vnfH	97	297	8	0	1	297	1	297	1.9e-192	1478
WP_096643608.1	nifH_T2	NZ_AP018207.1_2298	vnfH	100	296	0	0	1	296	1	296	8.94e-196	1502
WP_096647336.1	nifH_T1	DNPP01000068.1_28	vnfH	70	274	80	1	1	273	1	274	2.18e-130	1023
WP_096647344.1	nifH_T1	NZ_PJIZ01000014.1_19	vnfH	93	325	22	1	1	325	1	324	8.25e-200	1536
WP_096676010.1	nifH_T2	NZ_CP040272.1_833	vnfH	90	298	24	1	1	298	1	293	9.46e-178	1371
WP_096684461.1	nifH_T2	NZ_JABXYX010000032.1_33	vnfH	90	325	28	2	1	324	1	322	2.25e-193	1489
WP_096687110.1	nifH_T2	JAHHGV010000026.1_22	vnfH	88	325	35	2	1	324	1	322	9.89e-188	1448
WP_097013057.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	89	276	29	1	1	276	1	275	7.46e-165	1274
WP_097017253.1	nifH_T1	JAEWSD010000176.1_20	vnfH	80	275	52	1	1	275	1	273	2.87e-151	1175
WP_097278677.1	nifH_T1	CAIZGR010000378.1_10	vnfH	90	298	29	1	1	297	1	298	7.57e-178	1372
WP_097642292.1	nifH_T1	PQXF01000004.1_158	nflH	67	273	89	0	1	273	1	273	3.25e-126	999
WP_098107168.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	90	292	29	1	1	292	1	291	4.32e-175	1351
WP_099071343.1	nifH_T2	NZ_PJIZ01000014.1_19	vnfH	88	324	35	1	1	319	1	324	2.15e-186	1438
WP_099342093.1	nifH_T1	NZ_FYDG01000006.1_10	vnfH	72	305	68	5	1	303	1	291	1.47e-137	1079
WP_099385495.1	nifH_T3	JAEWDM010000040.1_232	vnfH	82	285	45	2	1	280	1	284	3.92e-150	1168
WP_099558078.1	nifH_T1	CAIWTY010000013.1_26	vnfH	93	298	22	0	1	298	1	298	5.32e-181	1395
WP_099590653.1	nifH_T1	PLZT01000187.1_7	vnfH	85	297	40	2	1	291	1	297	3.11e-166	1287
WP_100079641.1	nifH_T2	JAEZKS010000250.1_8	nflH	57	317	107	3	1	290	1	316	3.26e-117	938
WP_100081799.1	nifH_T2	PQAS01000057.1_90	nflH	62	306	96	3	1	289	1	304	4.97e-118	943
WP_100083431.1	nifH_T1	NZ_LGQZ01000027.1_123	vnfH	87	301	38	1	1	299	1	301	5.63e-173	1337
WP_100181331.1	nifH_T2	PLZT01000187.1_7	vnfH	90	297	30	1	1	296	1	297	1.57e-175	1355
WP_100233658.1	nifH_T2	PLZT01000187.1_7	vnfH	90	297	27	1	1	294	1	297	5.74e-176	1358
WP_100667695.1	nifH_T1	NZ_CP009288.1_4446	vnfH	73	307	66	4	1	303	1	294	5.04e-143	1119
WP_100897265.1	nifH_T2	JAHHHH010000012.1_74	vnfH	88	326	38	1	1	325	1	326	7.66e-191	1471
WP_100918830.1	nifH_T1	JACDZG010000096.1_14	vnfH	96	293	9	1	1	291	1	293	2.88e-185	1425
WP_100929798.1	nifH_T1	NZ_BJZO01000086.1_9	vnfH	89	292	31	1	1	292	1	291	3.08e-171	1323
WP_101250570.1	nifH_T1	JAATGN010000138.1_2	vnfH	93	295	19	1	1	295	1	293	8.17e-181	1393
WP_101253241.1	nifH_T1	JAATGN010000138.1_2	vnfH	92	294	19	2	1	290	1	293	1.21e-175	1355
WP_101310083.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	80	275	53	1	1	274	1	275	5.37e-147	1144
WP_101832446.1	nifH_T1	NC_021149.1_128	vnfH	78	290	61	2	1	287	1	290	3.99e-150	1169
WP_101909651.1	nifH_T1	DBTU01000011.1_44	vnfH	88	272	34	0	1	272	1	272	1.08e-163	1265
WP_101942994.1	nifH_T1	PMIH01000030.1_57	vnfH	87	295	36	1	1	293	1	295	2.54e-171	1324
WP_101943745.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	91	293	24	1	1	293	1	291	7.22e-177	1364
WP_102041594.1	nifH_T1	NZ_SSOD01000019.1_89	vnfH	96	295	11	1	1	294	1	295	2.2e-184	1419
WP_102373426.1	nifH_T3	JAEWSD010000176.1_20	vnfH	56	302	104	4	1	302	1	273	8.98e-106	846
WP_102380210.1	nifH_T3	JAEWDM010000040.1_232	vnfH	59	288	110	2	1	284	1	284	1.09e-106	852
WP_102563932.1	nifH_T1	NC_021149.1_128	vnfH	89	291	32	1	1	291	1	290	6e-172	1328
WP_102630883.1	nifH_T1	NZ_NHSJ01000034.1_144	vnfH	90	293	27	1	1	293	1	291	2.17e-174	1346
WP_102654332.1	nifH_T1	DIDB01000228.1_21	vnfH	90	293	30	0	1	293	1	293	4.02e-177	1366
WP_102841994.1	nifH_T1	PLZT01000187.1_7	vnfH	90	297	25	1	1	293	1	297	3.23e-177	1367
WP_103079848.1	nifH_T2	JAEZKS010000250.1_8	nflH	62	319	91	4	1	292	1	316	1.53e-122	977
WP_103080848.1	nifH_T2	NZ_JAEEGC010000053.1_19	vnfH	83	272	46	0	1	272	1	272	1.19e-153	1192
WP_103090029.1	nifH_T1	NZ_JAEEGC010000053.1_19	vnfH	83	272	46	0	1	272	1	272	2.24e-153	1190
WP_103116561.1	nifH_T1	PMCK01000495.1_5	vnfH	82	293	46	1	1	287	1	293	2.08e-160	1244
WP_103203846.1	nifH_T3	JAEWDM010000040.1_232	vnfH	79	285	58	2	1	284	1	284	4.37e-150	1168
WP_103220494.1	nifH_T1	PQAN01000100.1_14	vnfH	87	294	35	1	1	294	1	292	3.95e-173	1337
WP_103668902.1	nifH_T1	NZ_JAECZA010000084.1_3	vnfH	82	304	45	3	1	302	1	297	2.17e-162	1260
WP_103878867.1	nifH_T1	NC_021149.1_128	vnfH	88	291	35	1	1	291	1	290	4.01e-171	1322
WP_103987822.1	nifH_T3	JAEWDM010000040.1_232	vnfH	79	284	58	1	1	282	1	284	5.69e-150	1167
WP_104002709.1	nifH_T1	NC_021149.1_128	vnfH	93	290	21	0	1	290	1	290	1.05e-178	1377
WP_104438377.1	nifH_T2	JAEWDM010000040.1_232	vnfH	82	284	48	1	1	282	1	284	5.51e-157	1218
WP_104506083.1	nifH_T2	JAEZKS010000250.1_8	nflH	59	318	102	3	1	291	1	316	3.21e-120	960
WP_104506638.1	nifH_T1	NZ_NHSJ01000034.1_144	vnfH	100	291	0	0	1	291	1	291	7.36e-193	1480
WP_104507925.1	nifH_T2	NZ_NHSJ01000034.1_144	vnfH	92	291	23	1	1	290	1	291	2.04e-178	1375
WP_104518213.1	nifH_T1	NZ_NHRY01000072.1_41	vnfH	100	297	0	0	1	297	1	297	9.41e-196	1502
WP_104518296.1	nifH_T2	NZ_NHRY01000072.1_41	vnfH	94	297	17	1	1	296	1	297	1.38e-181	1399
WP_104545041.1	nifH_T1	NZ_JACJRQ010000032.1_53	vnfH	86	297	41	1	1	296	1	297	1.41e-170	1319
WP_104908627.1	nifH_T1	NZ_NOLJ01000004.1_617	vnfH	97	297	8	0	1	297	1	297	6.74e-192	1474
WP_104908765.1	nifH_T2	JAHHGV010000026.1_22	vnfH	88	323	37	2	1	322	1	322	1.29e-187	1447
WP_106009169.1	nifH_T2	NC_009706.1_1010	vnfH	89	272	30	0	1	272	1	272	1.36e-162	1257
WP_106009352.1	nifH_T2	NZ_PVXP01000020.1_32	vnfH	100	278	0	0	1	278	1	278	1.29e-184	1418
WP_106010179.1	nifH_T1	NZ_BAEV01000114.1_9	vnfH	88	272	34	0	1	272	1	272	6.08e-161	1245
WP_106058198.1	nifH_T1	NZ_JAIZZK010000011.1_66	vnfH	87	273	31	1	1	269	1	273	9.92e-160	1236
WP_106797918.1	nifH_T2	JAEZKS010000250.1_8	nflH	57	319	100	3	1	285	1	316	7.67e-114	913
WP_106799812.1	nifH_T2	JAEWSD010000176.1_20	vnfH	72	273	32	1	1	228	1	273	5.84e-123	965
WP_106822097.1	nifH_T1	DBMP01000029.1_90	vnfH	85	274	42	0	1	274	1	274	5.39e-151	1173
WP_107153998.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	88	293	32	1	1	293	1	291	6.49e-172	1328
WP_107325460.1	nifH_T1	NZ_BJZO01000086.1_9	vnfH	88	291	34	0	1	291	1	291	2.38e-172	1331
WP_107492233.1	nifH_T1	NZ_SSOD01000019.1_89	vnfH	97	298	7	1	1	298	1	295	6.48e-188	1445
WP_107662511.1	nifH_T1	NZ_BJZO01000086.1_9	vnfH	90	291	30	0	1	291	1	291	3.86e-174	1344
WP_107672413.1	nifH_T1	NZ_BJZO01000086.1_9	vnfH	88	293	32	1	1	293	1	291	6.49e-172	1328
WP_107735972.1	nifH_T1	DNPP01000068.1_28	vnfH	82	274	48	0	1	274	1	274	6.98e-154	1194
WP_107823092.1	nifH_T1	DNPP01000068.1_28	vnfH	82	274	50	0	1	274	1	274	2.86e-151	1175
WP_108102155.1	nifH_T1	PMCK01000495.1_5	vnfH	85	293	37	2	1	286	1	293	3.59e-163	1264
WP_108140022.1	nifH_T1	NZ_AUUU01000066.1_15	vnfH	79	275	57	1	1	275	1	273	1.48e-147	1148
WP_108681252.1	nifH_T1	PQAN01000100.1_14	vnfH	88	295	31	2	1	295	1	292	3.73e-172	1330
WP_108949291.1	nifH_T1	NZ_SSOD01000019.1_89	vnfH	93	301	15	1	1	301	1	295	4.25e-182	1403
WP_109012212.1	nifH_T2	NZ_JAIVFR010000244.1_3	vnfH	98	297	6	0	1	297	1	297	2.83e-193	1484
WP_109027624.1	nifH_T1	PQAN01000100.1_14	vnfH	94	295	16	2	1	295	1	292	4.23e-181	1395
WP_109041643.1	nifH_T1	NZ_CP064782.1_76	vnfH	90	291	29	0	1	291	1	291	1.18e-175	1355
WP_109117984.1	nifH_T1	NZ_LGQZ01000027.1_123	vnfH	100	301	0	0	1	301	1	301	7.9e-199	1525
WP_109262942.1	nifH_T1	DNPP01000068.1_28	vnfH	83	274	47	0	1	274	1	274	1.31e-153	1192
WP_109709920.1	nifH_T2	JAEWDM010000040.1_232	vnfH	81	285	53	1	1	285	1	284	2.07e-152	1185
WP_109714170.1	nifH_T1	DBTU01000011.1_44	vnfH	85	272	42	0	1	272	1	272	1.29e-154	1199
WP_109903383.1	nifH_T1	CAINOE010000073.1_13	vnfH	91	299	26	0	1	299	1	299	7.69e-181	1394
WP_109942292.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	88	275	31	1	1	274	1	275	5.02e-161	1246
WP_109967450.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	87	275	36	0	1	275	1	275	1.34e-160	1243
WP_110023904.1	nifH_T1	DNPP01000068.1_28	vnfH	82	274	48	0	1	274	1	274	9.02e-157	1215
WP_110202393.1	nifH_T1	NZ_JACHXI010000010.1_82	vnfH	87	293	35	1	1	293	1	290	5.35e-170	1314
WP_110462078.1	nifH_T2	JAEWDM010000040.1_232	vnfH	84	285	45	1	1	285	1	284	6.52e-158	1225
WP_110523397.1	nifH_T1	NZ_SSOD01000019.1_89	vnfH	96	297	11	1	1	297	1	295	9.24e-185	1422
WP_110780135.1	nifH_T1	JACRJB010000068.1_113	vnfH	93	299	17	2	1	299	1	296	5.21e-181	1395
WP_110806937.1	nifH_T1	NZ_BJZO01000086.1_9	vnfH	87	295	33	2	1	295	1	291	4.59e-171	1322
WP_110955331.1	nifH_T1	NZ_MZGX01000024.1_42	vnfH	92	273	21	0	1	273	1	273	1.26e-168	1301
WP_111346975.1	nifH_T1	PQAN01000100.1_14	vnfH	91	294	25	1	1	294	1	292	6.03e-178	1372
WP_111359696.1	nifH_T1	CAJATU010000063.1_25	vnfH	92	298	25	0	1	298	1	298	1.63e-182	1406
WP_111417281.1	nifH_T1	CAIWTY010000013.1_26	vnfH	92	299	24	1	1	299	1	298	1.12e-181	1400
WP_111435548.1	nifH_T1	NZ_SSOD01000019.1_89	vnfH	89	295	30	1	1	294	1	295	2.45e-174	1346
WP_111444968.1	nifH_T1	DNPP01000068.1_28	vnfH	81	274	53	0	1	274	1	274	4.95e-150	1166
WP_111482723.1	nifH_T1	NZ_FYDG01000006.1_10	vnfH	89	293	29	1	1	293	1	291	1.15e-174	1348
WP_111889021.1	nifH_T1	NZ_JAIZZK010000011.1_66	vnfH	86	273	37	0	1	273	1	273	2.41e-157	1219
WP_111960560.1	nifH_T1	DNPP01000068.1_28	vnfH	82	274	48	0	1	274	1	274	1.97e-154	1198
WP_112144058.1	nifH_T1	DISD01000044.1_49	vnfH	91	298	25	2	1	298	1	295	3.84e-178	1374
WP_112175014.1	nifH_T1	NZ_NHSJ01000034.1_144	vnfH	91	293	24	1	1	293	1	291	1.87e-176	1361
WP_112691676.1	nifH_T1	CAIZGR010000378.1_10	vnfH	90	298	28	1	1	296	1	298	3.59e-177	1367
WP_113018976.1	nifH_T2	JAEZKS010000250.1_8	nflH	61	317	98	4	1	292	1	316	2.1e-122	976
WP_113019563.1	nifH_T2	NZ_CP009288.1_4446	vnfH	86	294	34	2	1	287	1	294	4.88e-166	1285
WP_113525799.1	nifH_T1	JAKAVW010000005.1_23	vnfH	89	297	27	2	1	297	1	290	5.61e-173	1336
WP_113887556.1	nifH_T2	JAEZKS010000250.1_8	nflH	61	317	97	4	1	291	1	316	1.14e-119	956
WP_113892793.1	nifH_T1	CAIZGR010000378.1_10	vnfH	96	300	11	1	1	300	1	298	3.91e-188	1447
WP_114278826.1	nifH_T1	NZ_AONC01000029.1_94	vnfH	88	297	31	1	1	297	1	293	2.14e-172	1332
WP_114298797.1	nifH_T1	JAEWSD010000176.1_20	vnfH	86	273	37	0	1	273	1	273	8.57e-157	1215
WP_114336408.1	nifH_T1	DIDB01000228.1_21	vnfH	88	293	36	0	1	293	1	293	1.76e-171	1325
WP_114357898.1	nifH_T1	JACRJB010000068.1_113	vnfH	96	298	10	2	1	298	1	296	5.62e-186	1431
WP_114418420.1	nifH_T1	NZ_SJZB01000053.1_50	vnfH	87	293	36	1	1	292	1	293	7.05e-169	1306
WP_114496139.1	nifH_T1	NZ_CP009288.1_4446	vnfH	84	294	44	2	1	290	1	294	1.06e-162	1261
WP_114608704.1	nifH_T1	DNPP01000068.1_28	vnfH	82	274	48	0	1	274	1	274	1.56e-155	1206
WP_114948803.1	nifH_T1	CAINOE010000073.1_13	vnfH	91	299	25	1	1	296	1	299	1.04e-177	1371
WP_114971577.1	nifH_T1	NZ_FYDG01000006.1_10	vnfH	87	295	35	1	1	295	1	291	2.89e-173	1338
WP_115482489.1	nifH_T1	DBTU01000011.1_44	vnfH	88	272	33	0	1	272	1	272	1.86e-162	1256
WP_115834770.1	nifH_T1	PLZT01000187.1_7	vnfH	91	297	25	1	1	294	1	297	9.33e-178	1371
WP_116133760.1	nifH_T1	CAIZGR010000378.1_10	vnfH	89	298	30	1	1	294	1	298	1.18e-172	1334
WP_116386193.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	88	293	34	1	1	293	1	291	6.49e-172	1328
WP_116703141.1	nifH_T1	CAINOE010000073.1_13	vnfH	91	299	26	0	1	299	1	299	6.63e-183	1409
WP_118163822.1	nifH_T2	NZ_CP040094.1_3043	vnfH	100	297	1	0	1	297	1	297	4.99e-196	1504
WP_118228767.1	nifH_T1	NZ_MZGX01000024.1_42	vnfH	88	273	34	0	1	273	1	273	2.27e-160	1241
WP_118915988.1	nifH_T1	NZ_FYDG01000006.1_10	vnfH	73	305	67	4	1	304	1	291	6.39e-139	1089
WP_119333496.1	nifH_T1	PMCK01000495.1_5	vnfH	83	293	46	1	1	289	1	293	1.38e-162	1260
WP_119630334.1	nifH_T1	NZ_CP046052.1_70	vnfH	90	294	26	2	1	293	1	292	6.25e-175	1350
WP_119632377.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	90	293	26	1	1	293	1	291	4.83e-176	1358
WP_119720534.1	nifH_T2	NZ_CP026606.1_930	nflH	93	313	1	1	1	292	1	313	4.1e-189	1461
WP_119830136.1	nifH_T1	NZ_LGQZ01000027.1_123	vnfH	91	301	26	1	1	299	1	301	1.28e-178	1378
WP_119859182.1	nifH_T1	JACRJB010000068.1_113	vnfH	95	298	12	2	1	298	1	296	2e-185	1427
WP_120018367.1	nifH_T1	CAINOE010000073.1_13	vnfH	89	299	30	1	1	297	1	299	6.54e-176	1358
WP_120195759.1	nifH_T2	JAEWDM010000040.1_232	vnfH	82	284	49	1	1	282	1	284	1.96e-156	1214
WP_120196846.1	nifH_T1	DBTU01000011.1_44	vnfH	85	272	40	0	1	272	1	272	6.46e-158	1223
WP_120274333.1	nifH_T1	DNPP01000068.1_28	vnfH	82	274	50	0	1	274	1	274	5.39e-151	1173
WP_121428196.1	nifH_T1	JAKBJA010000175.1_7	vnfH	90	291	28	2	1	290	1	290	2.46e-173	1338
WP_121459392.1	nifH_T1	JAFEDJ010000039.1_33	vnfH	90	295	27	2	1	293	1	295	1.38e-175	1355
WP_121621370.1	nifH_T2	NZ_AJTV01000023.1_11	vnfH	89	292	30	1	1	292	1	291	5.45e-174	1343
WP_121621551.1	nifH_T1	PQAN01000100.1_14	vnfH	90	293	28	2	1	292	1	292	1.44e-173	1340
WP_122628397.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	100	275	0	0	1	275	1	275	9.3e-183	1404
WP_123104633.1	nifH_T1	PLZT01000187.1_7	vnfH	88	298	32	2	1	296	1	297	2.29e-172	1332
WP_123140137.1	nifH_T1	NZ_AONC01000029.1_94	vnfH	93	293	21	0	1	293	1	293	2.18e-181	1397
WP_123608967.1	nifH_T1	JAEWSD010000176.1_20	vnfH	95	273	13	0	1	273	1	273	1.02e-173	1338
WP_123609389.1	nifH_T2	JAEWDM010000040.1_232	vnfH	85	285	43	1	1	285	1	284	4.47e-161	1248
WP_124064777.1	nifH_T1	DBTU01000011.1_44	vnfH	85	272	42	0	1	272	1	272	4.32e-157	1217
WP_124154243.1	nifH_T1	NZ_AJLK01000041.1_8	vnfH	80	299	53	4	1	295	1	295	8.6e-155	1204
WP_124328992.1	nifH_T1	DNPP01000068.1_28	vnfH	81	274	53	0	1	274	1	274	1.02e-150	1171
WP_124704039.1	nifH_T1	PLZT01000187.1_7	vnfH	89	298	33	1	1	298	1	297	1.66e-175	1355
WP_124976486.1	nifH_T1	CAIVAU010000061.1_60	vnfH	76	302	67	1	1	296	1	302	3.59e-150	1171
WP_125017136.1	nifH_T1	NZ_SSOD01000019.1_89	vnfH	90	295	29	1	1	294	1	295	1.79e-174	1347
WP_125137459.1	nifH_T1	NZ_AUUU01000066.1_15	vnfH	82	273	49	0	1	273	1	273	7.67e-152	1179
WP_125403596.1	nifH_T1	NZ_BJZO01000086.1_9	vnfH	88	294	31	1	1	294	1	291	1.26e-171	1326
WP_125474739.1	nifH_T3	JAEWDM010000040.1_232	vnfH	82	287	50	2	1	287	1	284	6.7e-154	1196
WP_125669960.1	nifH_T3	FR892828.1_9	nflH	80	271	50	2	1	271	1	268	1.53e-141	1110
WP_125988268.1	nifH_T1	NZ_AUUU01000066.1_15	vnfH	80	274	53	1	1	274	1	273	1.98e-147	1147
WP_126079033.1	nifH_T1	CAINOE010000073.1_13	vnfH	88	299	24	3	1	286	1	299	1.2e-167	1297
WP_126089867.1	nifH_T2	CAINOE010000073.1_13	vnfH	91	299	25	1	1	297	1	299	5.65e-178	1373
WP_126305741.1	nifH_T2	JAEZKS010000250.1_8	nflH	62	319	91	4	1	291	1	316	3.36e-124	989
WP_126308974.1	nifH_T1	NZ_AP018449.1_2668	vnfH	100	284	0	0	1	284	1	284	1.41e-189	1455
WP_126378131.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	89	275	30	0	1	275	1	275	1.18e-166	1287
WP_126391326.1	nifH_T1	NZ_JAECZA010000084.1_3	vnfH	82	302	45	3	1	299	1	297	5.17e-162	1257
