	GenomeID	NCBI_TaxID	GTDB_Tax	NCBI_Tax	nifH	nifD	nifK	vnfD	vnfH	vnfK	anfD	anfH	anfK	nflD	nflH	ChlN	ChIl	ChlB
5055	GB_GCA_004028775.1	2593994	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanosuratus;s__Methanosuratus subterraneum_A	d__Archaea;x__TACK group;p__Candidatus Verstraetearchaeota;c__Candidatus Methanomethylia;o__Candidatus Methanomethyliales;f__Candidatus Methanomethyliaceae;g__Candidatus Methanosuratus;s__Candidatus Methanosuratus subterraneum										RXGA01000001.1_181	RXGA01000001.1_182			
5056	GB_GCA_004348015.1	2250257	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__WYZ-LMO11;s__WYZ-LMO11 sp004348015	d__Archaea;x__TACK group;p__Candidatus Verstraetearchaeota;x__unclassified Candidatus Verstraetearchaeota;s__Candidatus Verstraetearchaeota archaeon										QNVI01000019.1_5	QNVI01000019.1_6			
5057	GB_GCA_905202485.1	1233402	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus_A;s__Methanomassiliicoccus_A sp905202485	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;x__environmental samples;s__uncultured Methanomassiliicoccus sp.										CAJKRY010000002.1_40	CAJKRY010000009.1_38			
5058	GB_GCA_007127385.1	2004548	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosalsum;s__Methanosalsum sp007127385	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosalsum;x__unclassified Methanosalsum;s__Methanosalsum sp.										SKZM01000206.1_11	SKZM01000206.1_10			
5059	GB_GCA_004212135.1	2491082	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__ANME-1;f__ANME-1;g__ANME-1-THS;s__ANME-1-THS sp004212135	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanophagales;x__unclassified Methanophagales;s__Methanophagales archaeon ANME-1-THS										RXIE01000040.1_13	RXIE01000123.1_3			
5060	GB_GCA_003565715.1	1945595	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus sp003565715	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;x__unclassified Methanosarcinaceae;s__Methanosarcinaceae archaeon										PXAV01000034.1_6	PXAV01000034.1_5			
5061	GB_GCA_011362965.1	2282147	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__WYZ-LMO10;s__WYZ-LMO10 sp011362965	d__Archaea;x__TACK group;p__Candidatus Verstraetearchaeota;c__Candidatus Methanomethylia;o__Candidatus Methanomethyliales;f__Candidatus Methanomethyliaceae;g__Candidatus Methanomethylicus;x__unclassified Candidatus Methanomethylicus;s__Candidatus Methanomethylicus sp.										DTGJ01000054.1_3	DTGJ01000054.1_2			
5062	GB_GCA_003558335.1	2099674	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Methanofastidiosales;f__Methanofastidiosaceae;g__Methanofastidiosum;s__Methanofastidiosum sp003558335	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Candidatus Methanofastidiosa;x__unclassified Candidatus Methanofastidiosa;s__Candidatus Methanofastidiosa archaeon										PWMA01000063.1_10	PWMA01000063.1_9			
5063	GB_GCA_011329225.1	1867258	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanomethylicus;s__Methanomethylicus mesodigestum_A	d__Archaea;x__TACK group;p__Candidatus Verstraetearchaeota;c__Candidatus Methanomethylia;o__Candidatus Methanomethyliales;f__Candidatus Methanomethyliaceae;g__Candidatus Methanomethylicus;s__Candidatus Methanomethylicus mesodigestum										DSTX01000005.1_15	DSTX01000005.1_16			
5064	GB_GCA_001587575.1	1705564	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Methanofastidiosales;f__Methanofastidiosaceae;g__Methanofastidiosum;s__Methanofastidiosum sp001587575	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Candidatus Methanofastidiosa;g__Candidatus Methanofastidiosum;s__Candidatus Methanofastidiosum methylthiophilus										LNJC01000012.1_9	LNJC01000012.1_10			
5065	GB_GCA_003555325.1	768733	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosalsum;s__Methanosalsum natronophilum	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosalsum;s__Methanosalsum natronophilum										PWGQ01000078.1_46	PWGQ01000078.1_47			
5066	GB_GCA_019058315.1	2719382	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Helarchaeales;f__JABXJV01;g__JABXJV01;s__JABXJV01 sp019058315	d__Archaea;x__Asgard group;p__Candidatus Helarchaeota;s__Candidatus Helarchaeota archaeon										JAHPZH010000011.1_17	JAHPZH010000011.1_16			
5067	GB_GCA_001717035.1	1867258	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanomethylicus;s__Methanomethylicus mesodigestum	d__Archaea;x__TACK group;p__Candidatus Verstraetearchaeota;c__Candidatus Methanomethylia;o__Candidatus Methanomethyliales;f__Candidatus Methanomethyliaceae;g__Candidatus Methanomethylicus;s__Candidatus Methanomethylicus mesodigestum										MAGT01000009.1_42	MAGT01000009.1_41			
5068	GB_GCA_015063235.1	1906666	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__UBA71 sp015063235	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;x__unclassified Thermoplasmata;s__Thermoplasmata archaeon										SUSW01000035.1_8	SUSW01000006.1_19			
5069	GB_GCA_017540825.1	2517205	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__UBA71 sp017540825	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Candidatus Methanomethylophilaceae;x__unclassified Candidatus Methanomethylophilaceae;s__Candidatus Methanomethylophilaceae archaeon										JAFYAH010000021.1_3	JAFYAH010000025.1_73			
5070	GB_GCA_012518265.1	1945595	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanimicrococcus;s__Methanimicrococcus sp012518265	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;x__unclassified Methanosarcinaceae;s__Methanosarcinaceae archaeon										JAAYST010000095.1_13	JAAYST010000095.1_14			
5071	GB_GCA_017613335.1	1945595	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanimicrococcus;s__Methanimicrococcus sp017613335	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;x__unclassified Methanosarcinaceae;s__Methanosarcinaceae archaeon										JAGAEB010000168.1_7	JAGAEB010000168.1_6			
5072	GB_GCA_902386085.1	115547	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__Methanoperedens sp902386085	d__Archaea;x__environmental samples;s__uncultured archaeon										CABMIA010000109.1_18	CABMIA010000109.1_19			
5073	GB_GCA_009776675.1	2022468	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanimicrococcus;s__Methanimicrococcus sp009776675	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanimicrococcus;x__unclassified Methanimicrococcus;s__Methanimicrococcus sp.										WRNK01000006.1_11	WRNK01000006.1_12			
5074	GB_GCA_015063285.1	1906666	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__UBA71 sp015063285	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;x__unclassified Thermoplasmata;s__Thermoplasmata archaeon										SUST01000018.1_2	SUST01000002.1_171			
5075	GB_GCA_013330315.1	2213	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp8098u	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;x__unclassified Methanosarcina;s__Methanosarcina sp.										DUIO01000034.1_1	DUIO01000034.1_2			
5076	GB_GCA_002067795.1	1811687	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__MVQI01;s__MVQI01 sp002067795	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanotrichaceae;g__Methanothrix;s__Methanosaeta sp. PtaU1.Bin028										MVQI01000051.1_144	MVQI01000036.1_16			
5077	GB_GCA_015063245.1	1906666	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__UBA71 sp015063245	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;x__unclassified Thermoplasmata;s__Thermoplasmata archaeon										SUSV01000007.1_64	SUSV01000001.1_92			
5078	GB_GCA_002067315.1	1811677	d__Archaea;p__Halobacteriota;c__Methanocellia;o__Methanocellales;f__Methanocellaceae;g__Methanocella_A;s__Methanocella_A sp002067315	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanocellales;f__Methanocellaceae;g__Methanocella;x__unclassified Methanocella;s__Methanocella sp. PtaU1.Bin125										MVRA01000104.1_27	MVRA01000104.1_26			
5079	GB_GCA_002508545.1	1915541	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__UBA6;s__UBA6 sp002508545	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;x__unclassified Methanomassiliicoccus;s__Methanomassiliicoccus sp. UBA6										DAVH01000022.1_44	DAVH01000022.1_43			
5080	GB_GCA_902787415.1	1903525	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp902787415	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;x__unclassified Methanomicrobiales;s__methanogenic archaeon										CADAGG010000066.1_3	CADAGG010000075.1_2			
5081	GB_GCA_001560915.1	1495144	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp001560915	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;x__unclassified Thermoplasmata;s__methanogenic archaeon ISO4-H5										CP014214.1_361	CP014214.1_1293			
5082	GB_GCA_003139855.1	2026739	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;s__Euryarchaeota archaeon										PLGY01000037.1_143	PLGY01000039.1_4			
5083	GB_GCA_003158275.1	2026739	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003158275	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;s__Euryarchaeota archaeon										PMIN01000221.1_3	PMIN01000214.1_8			
5084	RS_GCF_004363215.1	91560	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanimicrococcus;s__Methanimicrococcus blatticola	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanimicrococcus;s__Methanimicrococcus blatticola										NZ_SNYS01000005.1_388	NZ_SNYS01000005.1_389			
5085	GB_GCA_009779205.1	2026739	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__WRER01;s__WRER01 sp009779205	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;s__Euryarchaeota archaeon										WRER01000027.1_4	WRER01000158.1_1			
5086	GB_GCA_002495325.1	1915676	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp002495325	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;x__unclassified Methanomassiliicoccaceae;s__Methanomassiliicoccaceae archaeon UBA593										DAEQ01000002.1_643	DAEQ01000007.1_16			
5087	GB_GCA_002506905.1	1915662	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanogranum;s__Methanogranum sp002506905	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;x__unclassified Methanomassiliicoccaceae;s__Methanomassiliicoccaceae archaeon UBA408										DAYM01000013.1_167	DAYM01000013.1_170			
5088	GB_GCA_009911715.1	1535962	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__UBA71 sp006954425	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;x__unclassified Methanomassiliicoccaceae;s__Methanomassiliicoccaceae archaeon DOK										CP047880.1_1230	CP047880.1_1233			
5089	GB_GCA_900321995.1	253161	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp900321995	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;x__environmental samples;s__uncultured Methanobrevibacter sp.										ONYG01000188.1_8	ONYG01000032.1_3			
5090	GB_GCA_016297775.1	2517205	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__SIG5;s__SIG5 sp016297775	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Candidatus Methanomethylophilaceae;x__unclassified Candidatus Methanomethylophilaceae;s__Candidatus Methanomethylophilaceae archaeon										JAEDGA010000021.1_6	JAEDGA010000011.1_24			
5091	GB_GCA_001717015.1	2495426	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanosuratus;s__Methanosuratus petracarbonis_A	d__Archaea;x__TACK group;p__Candidatus Verstraetearchaeota;c__Candidatus Methanomethylia;o__Candidatus Methanomethyliales;f__Candidatus Methanomethyliaceae;g__Candidatus Methanosuratus;x__unclassified Candidatus Methanosuratus;s__Candidatus Methanosuratus sp.										MAGV01000080.1_13	MAGV01000080.1_14			
5092	GB_GCA_004212035.1	2099682	d__Archaea;p__Halobacteriota;c__Methanonatronarchaeia;o__Methanonatronarchaeales;f__Methanonatronarchaeaceae;g__Methanonatronarchaeum;s__Methanonatronarchaeum sp004212035	d__Archaea;p__Euryarchaeota;c__Methanonatronarchaeia;x__unclassified Methanonatronarchaeia;s__Methanonatronarchaeia archaeon										RYFX01000031.1_12	RYFX01000031.1_13			
5093	RS_GCF_002153915.1	1927129	d__Archaea;p__Halobacteriota;c__Methanonatronarchaeia;o__Methanonatronarchaeales;f__Methanonatronarchaeaceae;g__Methanonatronarchaeum;s__Methanonatronarchaeum thermophilum	d__Archaea;p__Euryarchaeota;c__Methanonatronarchaeia;o__Methanonatronarchaeales;f__Methanonatronarchaeaceae;g__Methanonatronarchaeum;s__Methanonatronarchaeum thermophilum										NZ_MRZU01000002.1_160	NZ_MRZU01000002.1_161			
5094	GB_GCA_003211655.1	2162350	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003211655	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Synechococcales;f__Prochloraceae;g__Prochlorococcus;x__unclassified Prochlorococcus;s__Prochlorococcus sp. AG-469-F22												QCSC01000019.1_8	QCSC01000019.1_6	QCSC01000019.1_7
5095	GB_GCA_004028745.1	290513	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium_A;s__Chlorobium_A sp004028745	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Prosthecochloris;x__unclassified Prosthecochloris;s__Prosthecochloris sp.												RAZP01000009.1_58	RAZP01000009.1_56	RAZP01000009.1_57
5096	GB_GCA_002700765.1	1986679	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp002700765	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;x__unclassified Cyanobacteria;s__Cyanobacteria bacterium TMED229												PAEP01000019.1_97	PAEP01000019.1_93	PAEP01000019.1_96
5097	RS_GCF_014279895.1	1811576	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp002724845	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;x__unclassified Synechococcus;s__Synechococcus sp. REDSEA-S02_B4												NZ_CP047954.1_690	NZ_CP047954.1_688	NZ_CP047954.1_689
5098	RS_GCF_014279755.1	1400866	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp014279755	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;x__unclassified Synechococcus;s__Synechococcus sp. PROS-U-1												NZ_CP047951.1_828	NZ_CP047951.1_825	NZ_CP047951.1_827
5099	RS_GCF_000226295.1	2821536	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Chloracidobacteriales;f__Chloracidobacteriaceae;g__Chloracidobacterium;s__Chloracidobacterium thermophilum	d__Bacteria;p__Acidobacteria;c__Blastocatellia;g__Chloracidobacterium;x__unclassified Chloracidobacterium;s__Chloracidobacterium sp. D												NC_016024.1_1014	NC_016025.1_79	NC_016024.1_1013
5100	GB_GCA_012270465.1	1131	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__RCC307;s__RCC307 sp012270465	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;x__unclassified Synechococcus;s__Synechococcus sp.												JAAXIH010000228.1_23	JAAXIH010000228.1_21	JAAXIH010000228.1_22
5101	RS_GCF_001436505.1	1423796	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Loigolactobacillus;s__Loigolactobacillus rennini	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Loigolactobacillus;s__Loigolactobacillus rennini;x__Lactobacillus rennini DSM 20253												NZ_AYYI01000004.1_2	NZ_AYYI01000018.1_31	NZ_AYYI01000006.1_1
5102	RS_GCF_000161795.2	166314	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp000161795	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;x__unclassified Synechococcus;s__Synechococcus sp. WH 8109												NZ_CP006882.1_1690	NZ_CP006882.1_1692	NZ_CP006882.1_1691
5103	GB_GCA_903904495.1	243904	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp903904495	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;x__environmental samples;s__uncultured Chlorobiaceae bacterium												CAIVCU010000206.1_3	CAIVCU010000206.1_1	CAIVCU010000206.1_2
5104	GB_GCA_015295825.1	2747811	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__Thermosynechococcus;s__Thermosynechococcus sp015295825	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Synechococcales;f__Synechococcaceae;g__Thermosynechococcus;x__unclassified Thermosynechococcus;s__Thermosynechococcus sp. M98_K2018_005												DVEH01000076.1_20	DVEH01000076.1_22	DVEH01000100.1_30
5105	GB_GCA_002254845.1	2012633	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Chloracidobacteriales;f__Chloracidobacteriaceae;g__Chloracidobacterium;s__Chloracidobacterium sp002254845	d__Bacteria;p__Acidobacteria;c__Blastocatellia;g__Chloracidobacterium;x__unclassified Chloracidobacterium;s__Chloracidobacterium sp. CP2_5A												NKPT01000034.1_12	NKPT01000015.1_14	NKPT01000034.1_13
5106	RS_GCF_018304765.1	2821537	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Chloracidobacteriales;f__Chloracidobacteriaceae;g__Chloracidobacterium;s__Chloracidobacterium aggregatum	d__Bacteria;p__Acidobacteria;c__Blastocatellia;g__Chloracidobacterium;s__Chloracidobacterium aggregatum;x__Chloracidobacterium sp. 2												NZ_CP072642.1_988	NZ_CP072643.1_793	NZ_CP072642.1_987
5107	GB_GCA_000724175.1	1519464	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__GBChlB;s__GBChlB sp000724175	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Candidatus Thermochlorobacteriaceae;x__unclassified Candidatus Thermochlorobacteriaceae;s__Candidatus Thermochlorobacteriaceae bacterium GBChlB												JPGV01000044.1_21	JPGV01000036.1_18	JPGV01000046.1_11
5108	GB_GCA_018607965.1	2029877	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktotalea;s__Planktotalea sp018607965	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Planktotalea;x__unclassified Planktotalea;s__Planktotalea sp.												JABBAM010000064.1_14	JABBAM010000064.1_11	JABBAM010000064.1_13
5109	GB_GCA_018971945.1	1913988	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__TH1-2;g__REEB509;s__REEB509 sp018971945	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;x__unclassified Alphaproteobacteria;s__Alphaproteobacteria bacterium												JAGWZH010000034.1_10	JAGWZH010000034.1_13	JAGWZH010000034.1_11
5110	RS_GCF_000478825.2	1147	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae_A;g__Synechocystis;s__Synechocystis sp000478825	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Synechococcales;f__Merismopediaceae;g__Synechocystis;x__unclassified Synechocystis;s__Synechocystis sp. PCC 6714												NZ_CP007542.1_977	NZ_CP007542.1_979	NZ_CP007542.1_1403
5111	GB_GCA_001602435.1	2026748	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__TH1-2;g__Aquidulcibacter;s__Aquidulcibacter sp001602435	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomonadales;f__Hyphomonadaceae;x__unclassified Hyphomonadaceae;s__Hyphomonadaceae bacterium												CP012156.1_2949	CP012156.1_2946	CP012156.1_2948
5112	GB_GCA_002720475.1	1486281	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sp002720475	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseovarius;x__unclassified Roseovarius;s__Roseovarius sp.												PBIL01000002.1_232	PBIL01000002.1_235	PBIL01000002.1_233
5113	GB_GCA_014380935.1	2812628	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Gloeobacterales;f__Gloeobacteraceae;g__JACMIX01;s__JACMIX01 sp014380935	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;c__Gloeobacteria;o__Gloeobacterales;x__unclassified Gloeobacterales;s__Gloeobacterales cyanobacterium ES-bin-141												JACMIX010000070.1_17	JACMIX010000392.1_7	JACMIX010000095.1_6
5114	RS_GCF_000021945.1	326427	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Chloroflexus;s__Chloroflexus aggregans	d__Bacteria;x__Terrabacteria group;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;x__Chloroflexineae;f__Chloroflexaceae;g__Chloroflexus;s__Chloroflexus aggregans;x__Chloroflexus aggregans DSM 9485												NC_011831.1_3575	NC_011831.1_3572	NC_011831.1_3574
5115	GB_GCA_017743375.1	2026724	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Thermoflexales;f__J036;g__629B-23;s__629B-23 sp017743375	d__Bacteria;x__Terrabacteria group;p__Chloroflexi;x__unclassified Chloroflexi;s__Chloroflexi bacterium												JAGHYX010000025.1_22	JAGHYX010000094.1_4	JAGHYX010000256.1_4
5116	RS_GCF_900156535.1	573024	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius nanhaiticus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseovarius;s__Roseovarius nanhaiticus												NZ_FTNV01000003.1_341	NZ_FTNV01000003.1_344	NZ_FTNV01000003.1_342
