	GenomeID	nifH	nifD	nifK	vnfD	vnfH	vnfK	anfD	anfH	anfK	nflD	nflH	ChlN	ChIl	ChlB
5432	RS_GCF_003352165.1												NZ_CP029176.1_3064	NZ_CP029176.1_3067	NZ_CP029176.1_3065
5433	GB_GCA_003210655.1												QCUQ01000030.1_3	QCUQ01000005.1_7	QCUQ01000030.1_2
5434	RS_GCF_900114375.1												NZ_FOSV01000012.1_97	NZ_FOSV01000012.1_100	NZ_FOSV01000012.1_98
5435	RS_GCF_003007785.1												NZ_PXOH01000008.1_152	NZ_PXOH01000008.1_150	NZ_PXOH01000013.1_64
5436	RS_GCF_002855575.1												NZ_PKRQ01000003.1_156	NZ_PKRQ01000003.1_160	NZ_PKRQ01000003.1_157
5437	GB_GCA_007694945.1												REER01000074.1_13	REER01000074.1_10	REER01000074.1_12
5438	GB_GCA_002396505.1												DGYA01000075.1_23	DGYA01000075.1_25	DGYA01000075.1_24
5439	GB_GCA_016722075.1												JADKGW010000002.1_158	JADKGW010000002.1_154	JADKGW010000002.1_156
5440	GB_GCA_903864895.1												CAIPHQ010000171.1_22	CAIPHQ010000171.1_19	CAIPHQ010000171.1_21
5441	RS_GCF_000214075.1												NZ_AFJC01000012.1_39	NZ_AFJC01000012.1_37	NZ_AFJC01000012.1_67
5442	GB_GCA_903873995.1												CAIQQQ010000160.1_5	CAIQQQ010000088.1_1	CAIQQQ010000160.1_6
5443	RS_GCF_015207065.1												NZ_JADEXP010000188.1_7	NZ_JADEXP010000545.1_2	NZ_JADEXP010000042.1_18
5444	RS_GCF_007991615.1												NZ_BJYR01000005.1_143	NZ_BJYR01000005.1_146	NZ_BJYR01000005.1_144
5445	RS_GCF_001296025.1												NZ_LJHV01000023.1_210	NZ_LJHV01000023.1_213	NZ_LJHV01000023.1_211
5446	RS_GCF_003201935.1												NZ_QJJL01000001.1_118	NZ_QJJL01000001.1_121	NZ_QJJL01000001.1_119
5447	RS_GCF_000317475.1												NC_019729.1_5110	NC_019729.1_5108	NC_019729.1_5156
5448	GB_GCA_014378995.1												JACMMP010000207.1_15	JACMMP010000207.1_18	JACMMP010000207.1_16
5449	GB_GCA_016882315.1												VGQW01000006.1_101	VGQW01000006.1_99	VGQW01000006.1_100
5450	RS_GCF_006937785.1												NZ_SJEE01000028.1_50	NZ_SJEE01000028.1_48	NZ_SJEE01000028.1_49
5451	RS_GCF_003340565.1												NZ_QPLK01000004.1_140	NZ_QPLK01000004.1_143	NZ_QPLK01000004.1_141
5452	RS_GCF_900156265.1												NZ_FTNE01000002.1_94	NZ_FTNE01000002.1_97	NZ_FTNE01000002.1_95
5453	RS_GCF_003253995.1												NZ_QKZL01000006.1_71	NZ_QKZL01000006.1_74	NZ_QKZL01000006.1_72
5454	RS_GCF_001482405.1												NZ_LPXO01000009.1_117	NZ_LPXO01000009.1_114	NZ_LPXO01000009.1_116
5455	RS_GCF_014230305.1												NZ_JACLAU010000029.1_34	NZ_JACLAU010000029.1_31	NZ_JACLAU010000029.1_33
5456	RS_GCF_019104745.1												NZ_JAHRWL010000001.1_1238	NZ_JAHRWL010000001.1_1235	NZ_JAHRWL010000001.1_1237
5457	RS_GCF_015644665.1												NZ_JADOBQ010000007.1_29	NZ_JADOBQ010000007.1_32	NZ_JADOBQ010000007.1_30
5458	GB_GCA_001399705.1												LJCR01000094.1_2	LJCR01001705.1_2	LJCR01001322.1_2
5459	RS_GCF_001693275.1												NZ_CP016477.1_2354	NZ_CP016477.1_2356	NZ_CP016477.1_1715
5460	GB_GCA_002749975.1												PEIG01000003.1_18	PEIG01000003.1_21	PEIG01000020.1_69
5461	GB_GCA_003567315.1												PWZT01000026.1_50	PWZT01000026.1_47	PWZT01000026.1_49
5462	GB_GCA_009939295.1												WVIC01000047.1_22	WVIC01000047.1_21	WVIC01000009.1_92
5463	GB_GCA_001873365.1												MNYZ01000053.1_33	MNYZ01000053.1_36	MNYZ01000073.1_30
5464	RS_GCF_000011385.1												NC_005125.1_2421	NC_005125.1_2422	NC_005125.1_226
5465	RS_GCF_900009265.2												NZ_LR735009.1_101	NZ_LR735009.1_99	NZ_LR735009.1_274
5466	GB_GCA_007121555.1												SKKH01000080.1_38	SKKH01000080.1_41	SKKH01000080.1_39
5467	GB_GCA_012032425.1												JAAUQE010000175.1_9	JAAUQE010000175.1_7	JAAUQE010000090.1_3
5468	GB_GCA_014324065.1												JACOMV010000001.1_20	JACOMV010000001.1_21	JACOMV010000011.1_31
5469	RS_GCF_000442255.1												NZ_KE557285.1_121	NZ_KE557285.1_125	NZ_KE557285.1_122
5470	RS_GCF_014695175.1												NZ_JACJNV010000286.1_25	NZ_JACJNV010000286.1_27	NZ_JACJNV010000089.1_4
5471	RS_GCF_002356215.1												NZ_AP017959.1_470	NZ_AP017959.1_468	NZ_AP017959.1_1526
5472	GB_GCA_000635535.1												JFMF01000140.1_33	JFMF01000140.1_31	JFMF01000140.1_32
5473	RS_GCF_016888165.1												NZ_JACSWC010000194.1_33	NZ_JACSWC010000194.1_31	NZ_JACSWC010000290.1_2
5474	GB_GCA_001464955.1												LNEM01000009.1_123	LNEM01000009.1_120	LNEM01000009.1_122
5475	RS_GCF_003387155.1												NZ_QUMT01000003.1_156	NZ_QUMT01000003.1_159	NZ_QUMT01000003.1_157
5476	RS_GCF_014192155.1												NZ_JACHXO010000005.1_312	NZ_JACHXO010000005.1_309	NZ_JACHXO010000005.1_311
5477	RS_GCF_016583645.1												NZ_NRRL01000225.1_1	NZ_NRRL01000121.1_3	NZ_NRRL01000225.1_2
5478	GB_GCA_903932565.1												CAIZGQ010000120.1_1	CAIZGQ010000134.1_3	CAIZGQ010000593.1_1
5479	GB_GCA_016793725.1												JAEUJP010000470.1_34	JAEUJP010000470.1_37	JAEUJP010000470.1_35
5480	RS_GCF_006704265.1												NZ_VIKA01000134.1_1	NZ_VIKA01000138.1_3	NZ_VIKA01000138.1_5
5481	RS_GCF_003003845.1												NZ_PVWO01000682.1_1	NZ_PVWO01000582.1_1	NZ_PVWO01000261.1_1
5482	RS_GCF_009768975.1												NZ_CP035733.1_2083	NZ_CP035733.1_2086	NZ_CP035733.1_2084
5483	RS_GCF_003340555.1												NZ_QPLJ01000003.1_154	NZ_QPLJ01000003.1_151	NZ_QPLJ01000003.1_153
5484	RS_GCF_016584665.1												NZ_BBJB01000078.1_55	NZ_BBJB01000078.1_53	NZ_BBJB01000078.1_54
5485	RS_GCF_014884385.1												NZ_WKFH01000003.1_458	NZ_WKFH01000003.1_461	NZ_WKFH01000003.1_459
5486	GB_GCA_003149575.1												QCWG01000001.1_979	QCWG01000001.1_982	QCWG01000001.1_980
5487	GB_GCA_002170395.1												NHEJ01000004.1_449	NHEJ01000004.1_452	NHEJ01000004.1_450
5488	RS_GCF_000175855.1												NZ_ACYB01000022.1_86	NZ_ACYB01000022.1_84	NZ_ACYB01000017.1_12
5489	RS_GCF_003336755.1												NZ_QMDI01000002.1_743	NZ_QMDI01000002.1_746	NZ_QMDI01000002.1_744
5490	RS_GCF_009363255.1												NZ_CP045318.1_3576	NZ_CP045318.1_3579	NZ_CP045318.1_3577
5491	GB_GCA_903844825.1												CAIMVC010000376.1_3	CAIMVC010000244.1_25	CAIMVC010000376.1_2
5492	RS_GCF_003122245.1												NZ_QFAR01000001.1_824	NZ_QFAR01000001.1_820	NZ_QFAR01000001.1_822
5493	GB_GCA_900299065.1												OMIJ01000160.1_20	OMIJ01000160.1_17	OMIJ01000160.1_19
5494	GB_GCA_002684875.1												NYVY01000009.1_14	NYVY01000009.1_17	NYVY01000009.1_15
5495	GB_GCA_015295835.1												DVEG01000005.1_136	DVEG01000005.1_134	DVEG01000014.1_1
5496	RS_GCF_001040845.1												NZ_CP011941.1_1443	NZ_CP011941.1_1445	NZ_CP011941.1_1444
5497	RS_GCF_902712915.1												NZ_CACTIA010000005.1_1592	NZ_CACTIA010000005.1_1589	NZ_CACTIA010000005.1_1591
5498	GB_GCA_012034865.1												JAAUOM010000018.1_38	JAAUOM010000018.1_37	JAAUOM010000051.1_1
5499	RS_GCF_001650195.1												NZ_LXYR01000017.1_57	NZ_LXYR01000017.1_55	NZ_LXYR01000010.1_108
5500	GB_GCA_001939945.1												MOEB01000023.1_25	MOEB01000023.1_28	MOEB01000023.1_26
5501	RS_GCF_002158905.1												NZ_CP021431.1_3536	NZ_CP021431.1_3539	NZ_CP021431.1_3537
5502	GB_GCA_003211415.1												QCSV01000041.1_8	QCSV01000041.1_10	QCSV01000041.1_9
5503	RS_GCF_002252675.1												NZ_NQKY01000024.1_32	NZ_NQKY01000024.1_30	NZ_NQKY01000024.1_31
5504	RS_GCF_015207285.1												NZ_JADEXD010000087.1_4	NZ_JADEXD010000087.1_1	NZ_JADEXD010000009.1_47
5505	GB_GCA_903949285.1												CAJAYT010000056.1_48	CAJAYT010000056.1_46	CAJAYT010000056.1_47
5506	RS_GCF_900009135.1												NZ_LT797706.1_58	NZ_LT797706.1_56	NZ_LT797701.1_450
5507	GB_GCA_003242085.1												QBML01000016.1_62	QBML01000016.1_64	QBML01000016.1_63
5508	GB_GCA_003134035.1												PLAE01000105.1_26	PLAE01000116.1_10	PLAE01000094.1_2
5509	GB_GCA_017643385.1												JAEPNN010000001.1_168	JAEPNN010000001.1_165	JAEPNN010000001.1_167
5510	RS_GCF_002251795.1												NZ_NOXU01000028.1_154	NZ_NOXU01000028.1_151	NZ_NOXU01000028.1_153
5511	RS_GCF_003003925.1												NZ_PVWP01000006.1_144	NZ_PVWP01000006.1_142	NZ_PVWP01000006.1_143
5512	RS_GCF_016888125.1												NZ_JACSWA010000257.1_7	NZ_JACSWA010000257.1_8	NZ_JACSWA010000604.1_54
5513	RS_GCF_014845115.1												NZ_NKUI01000053.1_58	NZ_NKUI01000053.1_61	NZ_NKUI01000053.1_59
5514	RS_GCF_000802185.1												NZ_KN676113.1_1911	NZ_KN676113.1_1914	NZ_KN676113.1_1912
5515	RS_GCF_000521865.1												NZ_JAME01000008.1_96	NZ_JAME01000008.1_99	NZ_JAME01000008.1_97
5516	RS_GCF_000251145.1												NZ_AIDW01000027.1_32	NZ_AIDW01000027.1_35	NZ_AIDW01000027.1_33
5517	GB_GCA_016709225.1												JADJEE010000012.1_450	JADJEE010000012.1_453	JADJEE010000012.1_451
5518	GB_GCA_001650895.1												LXYH01000012.1_22	LXYH01000012.1_19	LXYH01000012.1_21
5519	GB_GCA_001555775.1												LSHP01000126.1_32	LSHP01000126.1_29	LSHP01000126.1_31
5520	GB_GCA_002281485.1												NCGF01000020.1_79	NCGF01000020.1_82	NCGF01000020.1_80
5521	GB_GCA_007095785.1												SFBL01000001.1_16	SFBL01000001.1_14	SFBL01000021.1_38
5522	GB_GCA_903831655.1												CAIKYO010000363.1_3	CAIKYO010000363.1_5	CAIKYO010000363.1_4
5523	GB_GCA_000708525.1												JMRP01000001.1_15	JMRP01000001.1_18	JMRP01000001.1_16
5524	RS_GCF_016653255.1												NZ_NHSD01000320.1_17	NZ_NHSD01000320.1_14	NZ_NHSD01000320.1_16
5525	RS_GCF_016427505.1												NZ_JAELXS010000008.1_97	NZ_JAELXS010000008.1_94	NZ_JAELXS010000008.1_96
5526	GB_GCA_016868305.1												VGHK01000037.1_3	VGHK01000011.1_2	VGHK01000037.1_2
5527	GB_GCA_007694125.1												RECH01000250.1_41	RECH01000250.1_40	RECH01000116.1_2
5528	RS_GCF_000786205.1												NZ_JROH01000005.1_100	NZ_JROH01000005.1_103	NZ_JROH01000005.1_101
5529	GB_GCA_003022385.1												PYGV01000214.1_1	PYGV01000214.1_4	PYGV01000219.1_4
5530	RS_GCF_014705715.1												NZ_JACXLC010000001.1_479	NZ_JACXLC010000001.1_476	NZ_JACXLC010000001.1_478
5531	RS_GCF_015206885.1												NZ_JADEXY010000007.1_43	NZ_JADEXY010000007.1_45	NZ_JADEXY010000055.1_14
5532	RS_GCF_014695395.1												NZ_JACJOF010000038.1_25	NZ_JACJOF010000038.1_28	NZ_JACJOF010000027.1_213
5533	RS_GCF_009811755.1												NZ_BLIV01000002.1_429	NZ_BLIV01000002.1_432	NZ_BLIV01000002.1_430
5534	RS_GCF_003403015.1												NZ_QURL01000002.1_8	NZ_QURL01000002.1_11	NZ_QURL01000002.1_9
5535	RS_GCF_001485215.1												NZ_BBWW01000001.1_4766	NZ_BBWW01000001.1_4764	NZ_BBWW01000001.1_2368
5536	GB_GCA_002342295.1												DDPR01000009.1_50	DDPR01000009.1_47	DDPR01000009.1_49
5537	GB_GCA_002281535.1												NCGD01000028.1_15	NCGD01000028.1_18	NCGD01000028.1_16
5538	GB_GCA_014323675.1												JACONN010000005.1_771	JACONN010000005.1_768	JACONN010000003.1_390
5539	GB_GCA_903876885.1												CAIRBP010000049.1_23	CAIRBP010000049.1_25	CAIRBP010000049.1_24
5540	RS_GCF_014337925.1												NZ_LGTP01000001.1_144	NZ_LGTP01000001.1_147	NZ_LGTP01000001.1_145
5541	GB_GCA_012033055.1												JAAUPR010000145.1_2	JAAUPR010000006.1_4	JAAUPR010000004.1_41
5542	RS_GCF_002105465.1												NZ_NCSQ01000171.1_9	NZ_NCSQ01000171.1_6	NZ_NCSQ01000171.1_8
5543	RS_GCF_002351485.1												NZ_NWMW01000001.1_913	NZ_NWMW01000001.1_910	NZ_NWMW01000001.1_912
5544	RS_GCF_014696675.1												NZ_JACJQN010000017.1_131	NZ_JACJQN010000017.1_134	NZ_JACJQN010000014.1_33
5545	GB_GCA_013002405.1												JABDKA010000086.1_2	JABDKA010000086.1_5	JABDKA010000086.1_3
5546	GB_GCA_001314655.1												LJSF01000006.1_150	LJSF01000006.1_147	LJSF01000006.1_149
5547	RS_GCF_902141855.1												NZ_CABFVH010000016.1_80	NZ_CABFVH010000016.1_83	NZ_CABFVH010000016.1_81
5548	GB_GCA_903889735.1												CAISYQ010000488.1_4	CAISYQ010000488.1_1	CAISYQ010000488.1_3
5549	GB_GCA_903830725.1												CAIKVH010000043.1_59	CAIKVH010000043.1_61	CAIKVH010000043.1_60
5550	GB_GCA_013821605.1												JACDGP010000095.1_7	JACDGP010000095.1_5	JACDGP010000095.1_6
5551	RS_GCF_014205635.1												NZ_JACIIV010000009.1_17	NZ_JACIIV010000009.1_14	NZ_JACIIV010000009.1_16
5552	GB_GCA_001464695.1												LNDQ01000120.1_45	LNDQ01000120.1_48	LNDQ01000120.1_46
5553	RS_GCF_018739885.1												NZ_JADOES010000052.1_22	NZ_JADOES010000052.1_24	NZ_JADOES010000034.1_19
5554	RS_GCF_000521785.1												NZ_JALZ01000007.1_101	NZ_JALZ01000007.1_97	NZ_JALZ01000007.1_100
5555	GB_GCA_003242115.1												QBMP01000032.1_5	QBMP01000032.1_3	QBMP01000032.1_4
5556	GB_GCA_003241845.1												QBMN01000037.1_23	QBMN01000037.1_18	QBMN01000018.1_21
5557	RS_GCF_000211815.1												NZ_GL890949.1_11	NZ_GL890949.1_12	NZ_GL890949.1_14
5558	GB_GCA_017642935.1												JAEPOK010000001.1_82	JAEPOK010000001.1_79	JAEPOK010000001.1_81
5559	GB_GCA_018435665.1												JAHDND010000092.1_3	JAHDND010000139.1_39	JAHDND010000092.1_2
5560	GB_GCA_012031815.1												JAAUTE010000011.1_39	JAAUTE010000063.1_2	JAAUTE010000185.1_6
5561	RS_GCF_014695975.1												NZ_JACJPI010000045.1_80	NZ_JACJPI010000045.1_78	NZ_JACJPI010000032.1_19
5562	GB_GCA_903834645.1												CAILKA010000561.1_2	CAILKA010000497.1_1	CAILKA010000561.1_3
5563	GB_GCA_013141015.1												JABFRT010000004.1_74	JABFRT010000004.1_77	JABFRT010000004.1_75
5564	GB_GCA_903938815.1												CAJAES010000002.1_44	CAJAES010000002.1_41	CAJAES010000002.1_43
5565	GB_GCA_001314805.1												LJSY01000002.1_69	LJSY01000002.1_72	LJSY01000002.1_70
5566	RS_GCF_001425865.1												NZ_LMDS01000001.1_497	NZ_LMDS01000001.1_494	NZ_LMDS01000001.1_496
5567	RS_GCF_000299935.1												NZ_AMRL01000009.1_46	NZ_AMRL01000009.1_49	NZ_AMRL01000009.1_47
5568	GB_GCA_002863155.1												PKED01000178.1_3	PKED01000101.1_11	PKED01000101.1_9
5569	RS_GCF_008806345.1												NZ_VZZJ01000004.1_225	NZ_VZZJ01000004.1_228	NZ_VZZJ01000004.1_226
5570	GB_GCA_002282935.1												MTBT01000335.1_8	MTBT01000335.1_6	MTBT01000080.1_2
5571	RS_GCF_009792235.1												NZ_CP046973.1_1200	NZ_CP046973.1_1199	NZ_CP046973.1_1995
5572	RS_GCF_001422405.1												NZ_LMMV01000012.1_736	NZ_LMMV01000012.1_733	NZ_LMMV01000012.1_735
5573	RS_GCF_001021555.1												NZ_LDCP01000004.1_61	NZ_LDCP01000004.1_64	NZ_LDCP01000004.1_62
5574	GB_GCA_902591865.1												CACJCK010000011.1_34	CACJCK010000011.1_36	CACJCK010000011.1_35
5575	RS_GCF_002115805.1												NZ_JFKC01000024.1_52	NZ_JFKC01000024.1_49	NZ_JFKC01000024.1_51
5576	GB_GCA_002842835.1												PHEG01000057.1_4	PHEG01000057.1_1	PHEG01000057.1_3
5577	GB_GCA_015689645.1												WVSM01000003.1_56	WVSM01000003.1_53	WVSM01000003.1_55
5578	RS_GCF_000018865.1												NC_010175.1_2821	NC_010175.1_2818	NC_010175.1_2820
5579	RS_GCF_014696875.1												NZ_JACJQV010000206.1_21	NZ_JACJQV010000206.1_23	NZ_JACJQV010000207.1_35
5580	RS_GCF_003605195.1												NZ_QYOS01000024.1_414	NZ_QYOS01000024.1_411	NZ_QYOS01000024.1_413
5581	RS_GCF_000332035.1												NZ_ALVY01000121.1_6	NZ_ALVY01000121.1_5	NZ_ALVY01000205.1_9
5582	GB_GCA_902591275.1												CACJAC010000034.1_6	CACJAC010000028.1_2	CACJAC010000034.1_7
5583	GB_GCA_903896615.1												CAITYM010000130.1_24	CAITYM010000130.1_26	CAITYM010000130.1_25
5584	RS_GCF_002115725.1												NZ_JFKD01000001.1_52	NZ_JFKD01000001.1_49	NZ_JFKD01000001.1_51
5585	RS_GCF_004209775.1												NZ_CP035914.1_1935	NZ_CP035914.1_1937	NZ_CP035914.1_1936
5586	GB_GCA_011373615.1												DRWP01000272.1_6	DRWP01000220.1_4	DRWP01000085.1_12
5587	RS_GCF_000738435.1												NZ_CP003984.1_3088	NZ_CP003984.1_3085	NZ_CP003984.1_3087
5588	RS_GCF_004799285.1												NZ_SSND01000001.1_1562	NZ_SSND01000001.1_1566	NZ_SSND01000001.1_1563
5589	RS_GCF_002952215.1												NZ_CP022600.1_2930	NZ_CP022600.1_2933	NZ_CP022600.1_2931
5590	GB_GCA_007121775.1												SKJY01000320.1_16	SKJY01000320.1_19	SKJY01000320.1_17
5591	RS_GCF_003602005.1												NZ_QZWD01000014.1_63	NZ_QZWD01000014.1_66	NZ_QZWD01000014.1_64
5592	GB_GCA_018666055.1												JABJAS010000106.1_3	JABJAS010000375.1_4	JABJAS010000106.1_2
5593	RS_GCF_900114675.1												NZ_FOZM01000002.1_317	NZ_FOZM01000002.1_321	NZ_FOZM01000002.1_318
5594	GB_GCA_018882975.1												VEQZ01000083.1_1	VEQZ01000097.1_2	VEQZ01000104.1_2
5595	GB_GCA_009921265.1												RFYV01000008.1_65	RFYV01000008.1_62	RFYV01000008.1_64
5596	RS_GCF_003584125.1												NZ_QXFL01000004.1_38	NZ_QXFL01000004.1_41	NZ_QXFL01000004.1_39
5597	GB_GCA_015272155.1												JACYME010000240.1_32	JACYME010000240.1_30	JACYME010000030.1_4
5598	RS_GCF_015840715.1												NZ_CP060397.1_23	NZ_CP060397.1_25	NZ_CP060397.1_24
5599	GB_GCA_004293365.1												RDYN01000033.1_31	RDYN01000033.1_29	RDYN01000064.1_5
5600	GB_GCA_903887325.1												CAISPG010000132.1_20	CAISPG010000132.1_22	CAISPG010000132.1_21
5601	GB_GCA_012036325.1												JAAUPC010000377.1_4	JAAUPC010000033.1_15	JAAUPC010000377.1_5
5602	GB_GCA_001264245.1												CP011339.1_4027	CP011339.1_4028	CP011339.1_750
5603	GB_GCA_001657395.1												LYSY01000002.1_705	LYSY01000002.1_708	LYSY01000002.1_706
5604	RS_GCF_014698335.1												NZ_JACJSV010000041.1_4	NZ_JACJSV010000041.1_6	NZ_JACJSV010000020.1_9
5605	GB_GCA_002469865.1												DKOD01000127.1_5	DKOD01000127.1_8	DKOD01000127.1_6
5606	RS_GCF_000981785.2												NZ_CP011304.1_2839	NZ_CP011304.1_2837	NZ_CP011304.1_2681
5607	RS_GCF_000010625.1												NC_010296.1_1457	NC_010296.1_1455	NC_010296.1_4777
5608	RS_GCF_018882095.1												NZ_JACVPD010000001.1_411	NZ_JACVPD010000001.1_413	NZ_JACVPD010000001.1_412
5609	GB_GCA_018401495.1												JAGYJX010000005.1_327	JAGYJX010000005.1_331	JAGYJX010000005.1_328
5610	RS_GCF_013371495.1												NZ_JABWTA010000001.1_1737	NZ_JABWTA010000001.1_1734	NZ_JABWTA010000001.1_1736
5611	GB_GCA_018401385.1												JAGYKZ010000001.1_71	JAGYKZ010000001.1_77	JAGYKZ010000001.1_72
5612	GB_GCA_019240125.1												JAFAYW010000107.1_79	JAFAYW010000107.1_76	JAFAYW010000107.1_78
5613	GB_GCA_902534325.1												CACAPQ010000034.1_11	CACAPQ010000034.1_8	CACAPQ010000034.1_10
5614	RS_GCF_002934005.1												NZ_PGEM01000145.1_8	NZ_PGEM01000145.1_10	NZ_PGEM01000078.1_31
5615	RS_GCF_005222755.1												NZ_STGD01000002.1_424	NZ_STGD01000002.1_421	NZ_STGD01000002.1_423
5616	GB_GCA_002256185.1												NKIT01000084.1_7	NKIT01000084.1_10	NKIT01000084.1_8
5617	RS_GCF_001276715.1												NZ_LIUQ01000023.1_24	NZ_LIUQ01000023.1_26	NZ_LIUQ01000024.1_31
5618	GB_GCA_903930435.1												CAIYYN010000020.1_72	CAIYYN010000020.1_75	CAIYYN010000020.1_73
5619	GB_GCA_002389175.1												DGNZ01000360.1_5	DGNZ01000034.1_3	DGNZ01000034.1_5
5620	RS_GCF_004216475.1												NZ_CP022304.1_73	NZ_CP022304.1_76	NZ_CP022304.1_74
5621	GB_GCA_903643085.1												CAHJWU010000003.1_20	CAHJWU010000003.1_17	CAHJWU010000003.1_19
5622	RS_GCF_012163145.1												NZ_JAAVTX010000002.1_603	NZ_JAAVTX010000002.1_600	NZ_JAAVTX010000002.1_602
5623	RS_GCF_014279875.1												NZ_CP047952.1_654	NZ_CP047952.1_652	NZ_CP047952.1_653
5624	RS_GCF_014191355.1												NZ_JACHWM010000004.1_198	NZ_JACHWM010000004.1_201	NZ_JACHWM010000004.1_199
5625	GB_GCA_004768415.1												SRMO01000054.1_45	SRMO01000054.1_43	SRMO01000054.1_44
5626	GB_GCA_902578845.1												CACHEM010000008.1_16	CACHEM010000008.1_18	CACHEM010000008.1_17
5627	RS_GCF_014681765.1												NZ_CP061498.1_2171	NZ_CP061498.1_2168	NZ_CP061498.1_2170
5628	GB_GCA_003096615.1												QEKZ01000002.1_274	QEKZ01000002.1_271	QEKZ01000002.1_273
5629	GB_GCA_016903695.1												JADQBB010000015.1_66	JADQBB010000015.1_67	JADQBB010000003.1_62
5630	RS_GCF_008974145.1												NZ_BJKP01000015.1_49	NZ_BJKP01000015.1_51	NZ_BJKP01000012.1_88
5631	RS_GCF_000332195.1												NZ_KB235922.1_2811	NZ_KB235922.1_2812	NZ_KB235922.1_3298
5632	RS_GCF_000013565.1												NC_007802.1_160	NC_007802.1_157	NC_007802.1_159
5633	GB_GCA_010671925.1												JAAHIH010000001.1_880	JAAHIH010000001.1_879	JAAHIH010000001.1_877
5634	GB_GCA_003241965.1												QBMB01000021.1_6	QBMB01000021.1_9	QBMB01000021.1_7
5635	RS_GCF_014279595.1												NZ_CP047943.1_1892	NZ_CP047943.1_1894	NZ_CP047943.1_1893
5636	GB_GCA_016793565.1												JAEUMA010000328.1_3	JAEUMA010000026.1_2	JAEUMA010000328.1_2
5637	GB_GCA_903856805.1												CAIOCZ010000095.1_34	CAIOCZ010000020.1_1	CAIOCZ010000095.1_35
5638	GB_GCA_009927815.1												RFMI01000032.1_9	RFMI01000032.1_12	RFMI01000032.1_10
5639	RS_GCF_014279795.1												NZ_CP047945.1_733	NZ_CP047945.1_731	NZ_CP047945.1_732
5640	GB_GCA_016124945.1												WGMT01000033.1_119	WGMT01000016.1_34	WGMT01000033.1_120
5641	GB_GCA_005789685.1												SXXD01000278.1_9	SXXD01000046.1_2	SXXD01000278.1_10
5642	RS_GCF_003261235.1												NZ_CP030085.1_345	NZ_CP030085.1_347	NZ_CP030085.1_346
5643	GB_GCA_016703535.1												JADJBV010000002.1_787	JADJBV010000002.1_790	JADJBV010000002.1_788
5644	GB_GCA_003566335.1												PXDR01000232.1_5	PXDR01000232.1_1	PXDR01000026.1_1
5645	GB_GCA_017390475.1												JAFPBO010000026.1_179	JAFPBO010000026.1_176	JAFPBO010000026.1_178
5646	GB_GCA_903828235.1												CAIKLM010000167.1_27	CAIKLM010000167.1_24	CAIKLM010000167.1_26
5647	GB_GCA_003249095.1												QBMS01000005.1_85	QBMS01000005.1_87	QBMS01000146.1_1
5648	GB_GCA_903871775.1												CAIQIA010000005.1_14	CAIQIA010000017.1_29	CAIQIA010000005.1_13
5649	GB_GCA_902625535.1												CACOBT010000008.1_79	CACOBT010000008.1_82	CACOBT010000008.1_80
5650	GB_GCA_002783865.1												PFJE01000030.1_33	PFJE01000150.1_5	PFJE01000030.1_34
5651	RS_GCF_018687935.1												NZ_CP061308.1_1540	NZ_CP061308.1_1538	NZ_CP061308.1_1539
5652	GB_GCA_004292705.1												RDXA01000403.1_20	RDXA01000361.1_2	RDXA01000403.1_7
5653	GB_GCA_011523835.1												WTFZ01000194.1_68	WTFZ01000194.1_66	WTFZ01000194.1_67
5654	RS_GCF_000155635.1												NZ_DS990556.1_943	NZ_DS990556.1_945	NZ_DS990556.1_944
5655	GB_GCA_010672965.1												JAAHFN010000005.1_102	JAAHFN010000005.1_100	JAAHFN010000012.1_84
5656	GB_GCA_903921365.1												CAIXPS010000078.1_14	CAIXPS010000047.1_10	CAIXPS010000078.1_15
5657	GB_GCA_018402635.1												JAGYIP010000004.1_116	JAGYIP010000004.1_119	JAGYIP010000004.1_117
5658	RS_GCF_900109295.1												NZ_FOIZ01000002.1_725	NZ_FOIZ01000002.1_728	NZ_FOIZ01000002.1_726
5659	GB_GCA_015689705.1												WVSN01000002.1_16	WVSN01000002.1_13	WVSN01000002.1_15
5660	RS_GCF_001720465.1												NZ_CP017113.1_2636	NZ_CP017113.1_2639	NZ_CP017113.1_2637
5661	RS_GCF_010915705.1												NZ_JAAIKE010000001.1_113	NZ_JAAIKE010000001.1_110	NZ_JAAIKE010000001.1_112
5662	GB_GCA_001556995.1												LSKF01000079.1_55	LSKF01000079.1_52	LSKF01000079.1_54
5663	RS_GCF_001886735.1												NZ_CP018077.1_117	NZ_CP018077.1_114	NZ_CP018077.1_116
5664	GB_GCA_014859355.1												JACUUJ010000006.1_78	JACUUJ010000006.1_75	JACUUJ010000006.1_77
5665	RS_GCF_016804325.1												NZ_CP043627.1_5075	NZ_CP043627.1_5078	NZ_CP043627.1_5076
5666	RS_GCF_002206625.1												NZ_NGUP01000001.1_350	NZ_NGUP01000001.1_352	NZ_NGUP01000001.1_351
5667	RS_GCF_002355455.1												NZ_AP017375.1_264	NZ_AP017375.1_266	NZ_AP017375.1_4313
5668	RS_GCF_014199985.1												NZ_JACHOS010000013.1_129	NZ_JACHOS010000013.1_126	NZ_JACHOS010000013.1_128
5669	GB_GCA_013214715.1												JABSSB010000041.1_4	JABSSB010000041.1_7	JABSSB010000041.1_5
